BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,RICH OIL FLOW(M3/hr),STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,COG Generation,DISTILLATION COLUMN MIDDLE TEMP,FGC OUTLET GAS TEMP
°C,°C,kpa,kpa,TPH,°C,°C,°C,TON,MT,°C,°C
25.49,28.5,3.08,2.32,2.36,228.6,94.8,167.3,27.86,3535.2,94.6,0
25.62,28.59,3.74,1.98,2.37,336.11,94.91,168,28.31,2901.15,94.87,0
25.61,28.16,3.26,2.01,2.4,336.08,94.89,168.18,28.84,2860.38,94.81,0
25.2,27.87,3.14,2.12,2.37,336.68,94.5,165,28.3,2858.6,87.93,0
26.05,28.29,2.19,2.24,2.38,338.99,94.64,167,28.04,2942.33,80.92,0
25.6,28.54,3.21,2.25,2.38,339.96,94.75,167.74,27.34,3094.81,94.31,0
26.1,29.3,3.39,1.9,1.86,339.2,93.97,166.59,18.31,3191.23,94.33,0
25.29,27.85,2.98,1.3,2.37,347.58,94.03,166.83,27.16,3259.08,95.73,0
25.4,28,2.95,5.82,1.35,190.03,70.78,133.88,12.2,3349.87,96.12,0
25.55,26.44,2.98,8.42,0.52,178,36.05,155,0,3268.35,95.92,0
25.28,26.49,3.3,4.18,1.77,270.3,98.9,155,2.12,3342.87,95.25,0
25.81,28.81,3.27,1.89,1.85,321.13,0,95.2,20.62,98266.43,95.65,0
26.64,29.74,3.12,2.16,2.37,341.76,94.42,94..63,27.42,3540.985714,95.92,0
26.52,28.29,3.19,2.28,2.38,343.81,94.35,94.94,23.45,3513.951429,95.9,0
24.56,32.33,2.93,2.69,1.96,293.5,90.5,18.5,28.4,3015.368571,95.39,27.16
26.73,29.9,2.52,5.7,0.4,143.1,57.3,6.4,22.6,3290.387143,95.32,26.41
27.6,30.3,2.7,2.27,2.35,344,93.7,167,25.29,0,95.96,25.42
26.96,29.82,2.85,2.44,2.39,338,94,166,24.86,3008.21,95.29,26.92
25.91,30.12,2.5,2.31,2.4,340.1,94,165,27.78,3192.68,95.73,26.32
25.29,32.54,2.9,3.8,2.35,340,93.88,164.6,26.63,3339.31,95.37,26.54
25.58,30.8,2.93,2.35,2.4,337.3,94.1,166.2,28.22,3454.16,94.4,25.7
0,29.18,0,2.93,2.02,299.9,87.31,140.11,22.66,3558.37,94.99,25.95
25.5,28.88,3.32,2.11,2.2,297.69,88.82,157.3,25.63,3511.69,95.81,26.37
25.61,27.84,3,3.73,1.8,286.29,83.3,158.86,16.45,3570.09,95.68,26.44
25.98,29.81,0,2.94,1.79,288.66,84.14,53.76,24.5,3368.07,96.18,26.9
26.27,30.72,2.78,2.63,2.38,339.88,93.94,165.76,26.56,3472.12,95.09,26.49
25.74,31.03,2.74,3.95,2.4,339,94,168.2,27.68,3488.98,94.85,26.63
26.01,31.45,2.79,4.11,2.46,335.34,94.02,168.29,27.86,3448.84,95.31,26.62
25.5,31.16,2.78,3.52,2.03,323.8,92.75,161.35,21.23,3484.02,94.94,26.25
30.7,31.6,1.87,3.97,2.36,341.4,93.95,168.03,26.53,3556.92,95.25,26.11
28.34,31.79,2.82,3.97,2.38,337.82,93.96,167.32,26.62,3558.42,95.33,25.84
25.49,30.59,2.94,2.92,2.37,331.45,93.28,169.34,29.02,3562.79,95.13,25.54
25.57,31.21,2.16,1.6,1.93,340.94,89.63,164.7,19.72,3404.72,94.36,25.56
25.76,31.02,2.22,1.76,1.85,337.4,91.98,166.47,18.84,3540.94,94.94,26.62
25.56,31.56,2.43,1.81,2.43,336,94.46,169.35,27.06,3165.17,94.97,25.67
26.17,32.37,2.36,1.98,2.4,337.9,94.5,168.3,25.21,2894.89,95.05,25.59
26.04,30.39,2.98,2.05,1.93,328.6,92.4,165.8,18.31,2533.31,94.32,25.64
25.55,31.55,2.57,1.31,2.44,346.35,93.8,167.23,26.18,2839.23,94.58,25.43
0,30.22,2.13,1.69,1.93,321.8,88.69,162.7,18.65,3139.33,94.86,25.41
25.57,30.83,2.52,0.93,2.41,355.67,93.95,167.9,26.71,3158.11,95.29,24.33
25.45,32.76,2.31,0.99,2.4,354.84,93.91,168.58,25.83,3290.24,94.91,25.3
25.25,31,2.76,0.92,2.38,348.7,94.2,165.3,26.27,3360.32,95.11,25.66
25.28,29.16,2.15,1.21,1.93,328.95,91.05,161.94,18.3,3445.31,65,25.58
26.04,31.89,2.65,1.48,2.42,329,94.42,168.24,26.18,3426.72,95.3,25.49
25.34,31.97,2.68,1.53,2.34,338.4,94.31,167.39,24.86,3340.16,94,25.62
25.68,31.2,2.25,1.55,1.86,328.39,94.25,167.97,15.57,3298.14,94.76,25.61
26.05,29.95,1.98,2.3,1.84,311.27,92.35,162.96,16,3251.58,94.36,25.2
26.18,31.83,2.8,2,2.4,337.4,94.8,166.9,24.24,3331.441,94.61,26.05
26,31.4,2.81,2.11,2.4,337.8,94.2,166.4,23.35,99943.23,95.05,25.6
25.6,30.41,2.02,1.86,1.82,316,91.7,161.3,14.49,3370.912857,92.65,26.1
25.87,31.7,2.64,1.95,2.42,337.7,93.8,166.7,24.67,3484.537143,94.68,25.29
25.68,31.24,2.56,2.13,2.44,332.8,93.8,166.3,24.15,3467.568571,70.38,25.4
25.93,31.37,2.42,2.1,2.41,342.1,93.8,168.2,23.8,3030.775714,35.21,25.55
25.79,31.41,2.3,2.48,2.43,344.6,93.9,167.8,23.08,3221.17,74.13,25.28
25.91,31.43,2.53,2.06,2.41,340,93.95,167.3,24.23,3202.73,0,25.32
25.97,31.4,2.87,1.9,2.44,334.28,94.1,166.96,24.06,3182.65,0,26.19
25.93,31.37,2.8,1.91,2.43,332.3,93.8,167.4,24.23,3207.6,0,25.62
0,31.23,2.5,2.13,2.26,335.86,93.35,166.54,23.32,3099.77,0,25.2
26.7,31.28,2.46,2.79,2.19,335.54,92.86,166.65,24.15,2989.02,0,25.49
0,31.3,2.52,1.41,2.27,341.98,93.06,166.54,23.88,2913.75,0,25.41
25.8,31.06,2.47,1.74,2.17,330.17,93.63,165.97,21.21,2913.33,0,25.6
25.82,31.28,2.48,2.07,2.34,335.35,93.58,166.37,22.64,2884.77,0,25.61
27.03,31.89,3.05,1.67,2.38,333.41,93.94,170.75,25.65,3595.43,150.61,25.81
26.85,32.82,3.15,2.43,1.77,333.35,93.65,138.48,24.67,3578.25,166.54,26.64
27.2,31.4,2.3,1.33,1.88,321.17,92.97,169.12,16.54,3584.1,165.12,26.52
26.5,32.51,2.79,1.44,2.45,336.7,93.92,168.69,22.02,3598.21,157.5,24.56
27.08,33.8,2.8,1.24,2.42,338.19,94.07,171.22,23.17,3592.73,109.4,26.73
27.09,33.12,3.12,1.01,2.44,340.42,93.92,170.42,22.1,3580.5,94,27.6
26.87,32.25,3.15,0.89,2.41,340.85,94.32,168.61,21.22,3580.61,94,26.96
27.03,32.95,2.75,3.33,1.43,219.47,78.85,141.29,10.7,3571.5,94.2,25.91
27.38,32.13,3.14,1.22,2.39,326.49,94,170.06,19.63,3566.7,94.1,25.29
27.02,31.52,3.29,1.08,2.39,329.55,94.13,170.79,21.05,3603.94,94.9,25.74
27.11,32.82,3.13,1,2.38,329.42,94.26,173.61,20.79,3424.65,94.7,26.01
27.7,32.89,3.11,1.01,2.39,332.15,64.04,172.29,23.43,3155.42,91.33,25.5
27.15,31.97,3.08,0.95,2.39,338.24,93.99,169.06,28.84,2878.09,94.83,30.7
27.42,32.84,2.85,0.96,2.4,336.41,93,171.6,29.28,2449.35,94.7,28.34
27.42,31.75,3.06,0.98,2.39,335.2,94.4,168.7,29.1,2676.37,94.31,25.49
26.4,32.52,3.06,1.04,2.4,339.46,93.64,168.8,29.01,3032.54,88.97,25.57
27.8,32.62,3.06,1.09,2.42,340.1,93.5,169.6,28.57,3269.07,90.55,25.76
28.06,32.42,3.06,1.13,2.41,338.3,94,169.4,28.92,3380.81,95.35,25.56
27.3,32.25,3.06,1.17,2.4,338.6,94.27,170.4,29.11,3416.98,95,26.17
27.4,32.11,3.06,1.24,2.38,336.99,93.93,169.5,28.31,3458.74,90.7,26.04
27.3,31.54,2.96,5.42,1.53,297.67,79.02,121.52,13.71,3587.44,94.56,25.55
28.85,36.53,3.13,2.74,2.38,326.81,93.69,169.84,27.15,3556.33,89.06,25.57
27.7,33.24,3.25,3.45,2.35,326.14,93.72,168.7,28.22,3570.14,94.38,25.45
27.31,33.1,3.16,3.46,2.39,330.29,93.68,168.23,27.6,3339.64,94.26,26
27.43,33.19,3.26,3.22,2.4,334.93,93.8,169.48,27.95,3409.618,94.6,25.25
27.62,33.04,3.4,3.59,2.4,331.85,93.77,169.6,27.96,105628.18,90.27,25.28
27.42,33.22,3.49,3.18,2.41,338.88,93.8,169.15,28.13,3511.52,94.45,26.04
27.2,33.04,3.47,3.61,2.41,339.42,93.89,167.71,28.4,3497.617143,94.39,25.34
27.5,33.28,3.29,4.16,2.4,342.77,93.92,169.18,28.13,3014.744286,94.2,25.68
27.94,33.71,3.32,4.41,2.4,339.6,94.09,21.86,27.96,3502.458,94.49,26.05
27.73,32.97,3.43,4.07,2.4,344.47,94.03,169.3,27.42,3527.83,95.1,26.18
27.31,32.76,3.08,0,2.3,328.56,0,0,24.99,3528.73,94.9,26
26.96,32.59,2.87,1.52,2.22,333.87,93.75,164.78,22.36,3448.78,90.8,25.6
27.18,32.36,3.09,1.35,2.25,316.6,87.66,166.53,20.81,3533.1,95.2,25.87
27.4,32.36,3.03,1.09,2.4,337.87,93.82,169.71,28.9,3537.51,95.1,25.68
27.66,33.41,3.24,3.58,2.27,326.65,91.64,162.36,25.82,3528.02,95,25.93
27.68,33.45,3.2,2.72,2.41,349,94.07,169.02,27.86,3517.42,94.6,25.79
27.71,33.5,3.11,2.72,2.42,350.18,94.14,170.85,27.95,3493.54,94.2,26.6
27,32.9,3.66,2.69,2.43,345.76,94.27,170.02,26.81,3528.94,94.55,25.97
28.21,32.83,3.08,2.8,2.43,340.4,94.29,170.95,27.24,3521.74,94.8,25.93
27.99,32.5,3.06,2.87,2.42,338.15,94.32,171.12,27.51,3529.1,95.22,25.3
27.98,32.8,3.34,3,2.42,339.3,94.39,170.04,28.31,3509.13,94.39,25.1
28.35,31.19,2.13,3,1.41,221.75,72.09,110.29,13.09,3548.84,90.93,25.95
28.2,33.41,3.33,2.89,2.45,345.56,94.25,168.69,27.16,3573.54,94.33,28.83
28.27,33.17,3.11,3.28,2.41,353.99,93.96,170.17,17.6,3519.58,94.12,25.76
28.95,33.83,3.29,3.1,2.41,351.69,94.15,171.9,27.51,3455.92,94.47,25.5
28.26,33.45,3.4,3.09,2.41,343.8,93.99,170.39,27.87,3432.96,94.81,25.12
28.88,33.62,3.31,3.2,2.42,344.05,94.22,170.03,27.51,3421.65,94.71,25.32
28.81,33.56,3.33,3.35,2.42,343.57,94.15,170.67,27.15,3481.56,88.36,25.24
28.91,32.7,3.3,3.33,2.41,340.1,94.04,168.68,28.13,3229.14,93.95,25.56
28.65,33.37,3.25,3.62,2.4,340.19,94.16,170.37,27.33,3372.24,90.07,25.32
27.92,33.79,2.4,4.03,2.42,338.77,94.7,169.45,22.73,3532.23,93.61,25.5
28.37,33.91,2.22,3.87,2.42,358.14,94.49,171.3,25.04,3539.56,94.4,25.43
28.9,34.08,2.92,3.81,2.42,353.49,94.44,170.98,27.15,3475.35,87.71,25.38
28.84,31.65,1.79,2.8,1.3,197.49,73.78,110.97,14.15,3538,94.58,25.79
28.82,33.87,2.99,3.46,1.93,297.94,86.23,146.56,22.9,3438.15,94.8,25.54
29.29,33.47,3.13,4.13,2.43,334.86,93.9,167.9,28.57,3534.4,85.93,25.83
28.56,33.47,3.34,4.63,2.37,348.12,93.6,167.42,29.01,3474.69,94.88,25.32
29.01,33.62,3.17,4.42,2.47,342,93.8,168.4,29.28,3321.46,94.88,25.1
28.89,34.09,3.2,4.42,2.49,342.6,92.92,169.2,28.57,3376.96,95.26,25.81
30.07,34.12,3.2,4.52,2.41,336.78,93.85,169.78,28.66,3488.174333,89.21,26.27
30.08,34.17,3.28,4.39,2.43,341.67,94.11,169.99,28.92,108022.19,95.14,25.11
29.8,33.62,3.2,5.16,2.29,344.63,94.1,167.37,29.28,3515.784286,94.93,29.72
29.91,33.91,3.34,5.37,2.38,330.55,94.23,168.29,29.54,3532.981429,88.2,0
30.45,34.52,3.16,4.96,2.37,346.13,94.53,168.02,28.66,3417.957143,94.44,26.85
30.45,33.91,3.28,1.3,2.42,338.66,94.27,170.83,27.77,3474.515714,94.96,26.43
28.28,32.82,3.05,2.99,2.28,327.26,91.06,161.88,24.06,3363.5,95.1,26.09
28.54,33.49,3.03,3.5,2.41,344.09,94.25,170.13,26.54,2934.79,89.72,26.56
28.9,33.46,2.93,3.95,2.2,316.64,89.81,157.35,25.66,3083.85,96.16,27.03
30.13,34.04,3.24,4.28,2.38,339.74,94.18,169.05,28.81,3244.24,97.93,26.85
29.23,33.96,2.64,1.45,2.43,340.04,94.33,168.54,23.97,3318.13,92.78,27.2
29.91,34.19,3.34,1.48,2.39,341,94.39,169.14,26.54,3340.46,97.85,26.5
29.95,34.2,3.27,1.63,2.37,345.56,94.11,166.96,26.63,3174.05,97.12,27.08
28.75,32.43,3.28,1.67,2.39,346.64,94.41,167.05,26.89,3235.46,98.29,27.09
29.16,33.26,3.17,1.66,2.38,254.58,94.45,166.38,26.09,3363.19,101.05,26.87
28.6,33.95,3.25,1.76,2.38,355.6,94.5,168.8,26.98,3357.31,82.11,27.03
28.95,31.87,2.13,1.72,1.08,197.67,73.74,112.8,11.23,3246.97,96.87,27.38
29.15,30,-0.06,3.01,0,49.17,35.86,47.27,0,3080.12,100.78,27.02
28.9,31.8,0.41,2.77,0.31,125.9,50.09,74.9,4.86,2774.36,100.01,27.11
28.72,33.2,3.1,2.08,2.28,335.26,94.3,168.8,30.07,2987.29,97.56,27.7
28.42,33.14,3.08,2.41,2.38,343.2,94.32,169.2,28.92,3141.01,95.48,27.15
28.56,28.56,3.35,2.57,2.41,338.8,94.4,168.7,28.57,3308.28,94.19,27.42
28.97,28.97,3.32,2.74,2.42,341.72,94.09,167.88,27.95,3337.95,95.19,27.3
29.37,29.37,3.3,2.97,2.42,349.16,94.11,168.51,27.95,3278.89,94.1,26.4
29.5,29.5,3.23,2.38,2.41,348.66,94.21,169.61,28.31,3354.37,94.4,27.8
29,33.32,3.32,2.94,2.42,349.57,94.09,169.97,27.6,3341.6,94.39,28.06
29.44,33.75,3.3,3.52,2.41,348.3,94.13,168.09,27.33,3359.63,94.38,27.3
29.53,33.45,3.24,3.19,2.42,348,94.23,167.93,26.54,3348.88,94.8,27.4
29.01,33.11,3.34,4.28,2.11,353.32,94.47,165.82,27.51,3397.22,75.8,27.3
29.12,33.33,2.94,4.5,2.4,361.64,94.22,165.56,36.54,3400.01,94.62,28.85
29.48,33.66,2.68,3.88,2.38,341.52,94.6,165.38,24.42,3402.83,94.68,27.7
28.37,31.95,3.47,2.48,2.42,332.2,93.49,164.03,26.71,3456.24,94.75,27.31
29.04,33.32,3.31,1.41,2.42,345.46,94.45,167.48,26.8,3263.436786,94.86,27.43
28.35,33.25,3.3,1.53,2.42,343.42,94.82,168.43,27.51,91376.23,94.64,27.62
29.09,33.5,3.59,1.36,2.38,346.73,94.49,168.96,28.66,3228.663333,95.24,27.42
29.27,34.49,3.53,1.32,2.35,343.23,95.95,166.59,28.04,3290.795714,94.8,27.2
29.42,35.6,3.37,1.41,2.38,343.32,94.76,168,28.22,3129.7,94.32,27.5
29.56,33.71,3.44,1.47,2.4,341.2,94.36,162.53,27.59,3372.077143,93.79,27.94
29.02,33.01,3.29,1.58,2.42,346.29,94.59,170.51,26.2,0,94.5,27.73
28.93,33.79,3.44,1.58,2.42,343.7,94.54,167.89,27.87,0,94.29,27.68
29.56,33.8,3.41,1.59,2.43,348,94.6,165.5,28.04,0,94.82,27.71
29.22,33.41,3.01,1.62,2.2,311.58,91.42,159.95,24.05,3456.57,94.72,27
28.87,30.72,2.36,2.65,1.75,269.03,79.6,137.89,21.19,2797.62,94.28,28.21
29.3,32.87,3.15,3.53,2.36,350.14,94.28,167.48,28.32,3072.73,94.36,27.99
29.17,33.53,3.38,1.58,2.42,346,94.58,167.97,27.37,3198.16,94.28,27.98
29.58,33.95,3.27,1.76,2.42,342.92,94.44,168.67,27.42,3285.78,66.8,28.35
29.9,34.09,3.42,1.79,2.43,399.45,93.9,168.32,27.6,3360.86,94.84,28.2
29.94,33.93,3.27,1.93,2.43,338.22,94.08,169.15,27.25,3390.6,94.92,28.27
30.16,33.87,3.51,2.04,2.41,339.57,94.04,169.46,27.51,3431.3,94.67,28.95
29.1,33.62,3.62,2.07,2.44,340.23,94.01,169.79,28.57,3487.93,95.68,28.26
29.29,33.61,3.5,2.09,2.42,338.14,93.85,169.07,28.75,3501.47,95.18,28.88
29.54,33.97,2.13,2.14,2.42,338.32,93.83,169.22,28.39,3465.65,95.12,28.81
30.09,34.06,3.36,2.31,2.41,340.63,93.81,170.51,28.4,3489.08,95.56,28.91
29.84,33.38,3.42,2.28,2.43,337.46,93.42,169.7,28.57,3408.59,96.07,28.65
28.14,33.37,3.56,2.34,2.4,336.39,94.45,169.6,29.01,3493.95,98.53,27.92
28.4,32.72,3.28,2.43,2.41,337.93,94.31,170.36,29.19,3510.84,96.22,28.37
29.57,34.08,3.38,2.56,2.41,339.62,94.29,172.78,28.92,3531.45,95.92,28.9
29.91,34.32,3.5,1.8,2.43,343.56,94.35,170.53,28.84,3504.19,69.91,28.84
29.04,33.66,2.14,1.19,1.54,246.26,78.5,77.5,14.33,3503.19,85.13,28.82
28.52,33.12,0.66,0,0,0,0,0,0,3500.41,94.87,29.29
28.45,0,0.25,0,0,0,0,0,0,3493.37,96.84,28.56
29.14,29.74,0.2,1.35,0.12,86.89,36.58,53.83,22.2,3475.08,95.7,29.01
27.74,32.24,3.24,3.51,2.05,332.33,95.49,147.98,0,3487.02,94.71,28.89
28.08,33.37,1.81,3.14,2.41,337.13,94.98,166.22,22.82,3457.87,94.74,30.07
27.8,33.8,2.86,2.49,2.41,336.37,94.21,168.45,27.51,3522.79,94.96,30.08
28.07,33.8,3.08,2.49,2.39,339.28,94.38,170.1,27.42,3503.14,95.03,29.8
29.42,32.92,3.5,2.54,2.37,338.64,94.1,170.99,28.4,3496.3,95.14,29.91
28.6,32.9,3.12,0.62,2.39,331.54,94.3,167.15,28.13,3511.48,95.77,30.45
27.31,32.26,3.12,2.7,2.39,330.19,94.61,167.23,28.13,3176.71,95.79,30.45
29.51,32.33,3.3,2.71,2.39,331.96,94.58,168.02,28.93,3309.15,95.07,29.23
29.41,32.38,3.12,2.95,2.37,333.28,94.1,170.23,27.07,0,95.03,29.91
28.75,33.78,3.3,3.02,2.33,338.85,94.73,171.71,26.89,105741.84,96.11,29.95
28.62,32.8,3.45,3.04,2.37,336.37,94.09,169.93,27.87,3240.606667,97.18,28.75
28.65,32.9,2.99,3.08,2.37,337.6,94.29,170.81,28.22,3417.655714,97.37,29.16
28.53,32.45,3.26,1.59,2.37,343.48,94.63,168.53,28.04,3491.612857,96.9,28.6
29.01,33.22,2.87,0,2.28,326.21,0,0,24.48,3491.382857,70.7,28.95
29.9,33.96,3.37,1.88,2.42,355.04,94.12,168.9,27.45,3217.410357,33.56,29.15
29.2,33.53,3.27,2.24,2.42,338.44,93.95,169.75,28.7,3295.500968,44.75,28.9
28.91,32.86,1.91,2.08,1.71,269.73,79.84,124.52,13.47,3475.711,96.1,28.72
28.79,32.86,3.22,2.74,2.36,337.92,94.37,170.24,27.62,3329.046129,94.63,28.42
28.62,32.84,3.39,1.63,2.23,331.24,93.77,166.34,27.58,3140.539667,94.2,28.56
28.22,32.89,3.39,1.69,2.45,328.41,94.7,170.7,28.3,3474.186129,94.44,28.97
28.54,32.52,3.29,1.82,2.44,331.73,94.22,171.07,27.69,3463.270645,94.26,29.37
28.27,32.56,3.33,1.96,2.41,336.42,93.92,171.64,27.51,3275.547667,94.28,29.5
28.33,33.04,3.46,1.99,2.41,335.39,93.97,171.69,27.95,3331.441,94.17,29
28.54,33.31,3.39,2.22,2.42,335.36,94.24,171.25,27.15,3206.123,93.99,29.44
28.97,33.33,3.42,2.28,2.38,333.7,94,170.7,26.89,3409.618,94.17,29.53
28.75,33,3.46,2.37,2.37,331.61,94.27,170.78,26.71,3488.174333,95.43,29.01
28.03,32.37,3.39,2.85,2.39,352.03,94.14,167.73,26.8,3263.436786,94.32,29.12
28.25,32.5,3.5,2.92,2.39,353.06,94.37,170,25.48,0,95.4,29.48
28.53,32.25,3.56,3.06,2.38,349.95,94.5,168.65,25.48,0,94.11,28.37
28.07,32.21,3.51,3.08,2.42,343.56,94.61,166.02,24.42,0,94.57,29.04
27.93,31.73,1.23,1.35,1.46,321.71,75.74,132.21,9.73,0,95.42,28.35
28.2,0,0.02,0,0,0,0,0,0,0,94.61,29.09
27.91,0,0,0,0,0,0,0,0,0,95.01,29.27
28.07,31.75,2.97,2.23,2.39,349.2,94.93,165.63,24.77,0,94.01,29.42
27.91,32.11,3.67,2.83,2.38,337.04,94.22,166.26,22.12,0,94.45,29.56
28.29,32.95,3.79,2.91,2.32,329.46,93.25,166.09,20.7,0,94.59,29.02
27.81,33.25,3.37,2.11,2.28,336.2,93.99,164.49,26,0,94.33,28.93
27.91,33.26,3.41,2.1,2.42,338.4,94.17,163.22,26.62,0,94.5,29.56
28.42,33.4,3.6,2.1,2.39,333.8,93.99,163.63,27.15,0,94.25,29.58
29.07,32.73,3.6,2.68,2.39,338.28,94.05,165.66,27.15,0,94.94,29.9
28.34,32.04,3.57,2.84,2.4,341.16,94.41,166.43,26.36,0,94.74,29.94
27.97,32.83,3.64,3.01,2.41,337.63,94.6,165.12,26.71,0,94.25,30.16
28.6,33.62,3.58,3.24,2.45,336.4,94.8,166.4,26.63,0,94.24,29.1
27.44,33.8,3.76,1.15,1.93,305.99,88.87,146.26,21.57,3378.337253,94.81,29.29
27.97,32.8,3.83,1.1,2.42,329.4,94.7,171.8,4.4,1631.718393,94.7,29.54
28.3,32.76,3.1,0,2.33,337.47,0,0,25.31,0,94.59,30.09
0,0,0,0,0,0,0,0,0,3181.72,94.18,29.84
28.5,32.93,3.38,1.94,2.39,333.18,94.12,170.48,27.58,3334.54,94.46,28.14
28.49,32.83,3.45,2.53,2.39,341.59,94.21,170.11,26.64,3399.48,94.37,28.4
28.05,32.15,2.17,2.48,2.19,336.19,90.55,159.24,20.35,3492.04,94.48,29.57
28.3,33.02,3.54,2.58,2.39,337.41,94.29,164.99,26.66,3489.35,94.56,29.91
29.8,32.5,3.52,1.01,2.42,329.44,94.7,171.82,27.77,3395.26,139.2,29.04
27.68,32.6,3.47,1.13,2.38,333.6,94.5,172.39,28.21,3490.22,0,28.52
27.87,32.87,3.29,1.17,2.38,330.89,94.92,171.92,28.04,3444.42,0,28.45
27.3,32.7,3.41,1.26,2.37,327.68,94.2,172.91,27.86,3139.73,54.34,29.14
28.13,33.44,3.27,1.47,2.35,337.84,94.55,171.41,27.77,3388.66,92.45,27.74
27.37,33.12,2.69,1.68,2.29,325.2,94.69,167.6,25.74,3427.65,96.51,28.08
27.28,31.95,3.5,2,2.36,337.16,94.38,171.53,26.54,3436.89,95.34,27.8
26.24,30.7,3.29,2.28,2.37,322.74,94.44,159.99,26.8,3470.71,95.08,28.07
27.88,31.83,3.4,2.31,2.36,335.74,93.98,172.49,25.83,2835.85,94.59,29.42
27.33,31.45,3.53,2.37,2.37,334.76,93.93,172.18,26.27,2026.41,95.08,28.6
27.46,31.5,3.58,2.83,2.41,328.47,94.22,170.5,26.63,2553.84,95.26,27.31
27.01,30.9,3.56,2.88,2.43,335.74,94.39,167,26.98,3058.39,95.21,29.51
27,31.81,3.56,.2.5,2.44,343.24,94.36,168.05,26.62,3229.4,94.42,29.41
27.25,31.41,3.79,2.25,2.43,330.8,94.44,169.46,26.8,3413.48,94.02,28.75
27.47,33.53,1.47,2.54,2.21,325.13,93.53,166.87,21.05,3417.96,93.66,28.62
28.21,33.79,3.07,2.68,2.42,350.78,94.15,169.08,26.35,3327.77,94.23,28.65
28.47,33.52,3.65,3.06,2.4,357.3,94.15,167.62,27.16,3458.25,94.4,28.53
26.12,31.45,3.73,3.06,1.88,315.8,82.6,150.2,18.48,3370.48,93.36,28.62
26.8,32.8,2.92,1.88,2.41,332.5,94.4,166.4,27.16,3465.47,95.22,28.22
28.75,33.9,3.48,1.79,2.43,343.9,94.5,169.6,27.68,3396.32,94.81,28.54
27.93,33.26,3.46,1.77,2.42,352.32,94.32,170.25,28.13,3447.59,94.18,28.27
28.85,33.89,3.05,1.65,2.31,341.01,94.4,169,25.74,3273.62,94.21,28.33
26.79,31.74,3.35,1.73,2.4,341.15,94,170.2,27.42,3400.96,94.75,28.54
29.05,33.75,3.3,1.62,2.32,335.71,94.45,170.07,27.07,3305.28,94.89,28.97
28.44,33.53,3.55,1.69,2.28,342.16,94.12,169.92,27.87,0,94.85,28.75
28.4,32.77,3.44,1.84,2.37,347.8,94.27,172.6,27.78,91791.69,93.97,28.03
28.13,32.7,3.64,2,2.37,345.37,94.31,172.28,27.6,3405.668571,94.53,28.25
27.57,31.47,3.49,1.98,2.37,347.11,94.39,171.04,26.89,3025.362857,93.89,28.53
27.72,32.4,3.49,2.41,2.25,353.25,94.38,168.77,24.77,3325.104286,95.24,28.07
27.41,33.5,3.2,2.6,2.43,357.08,94.25,171.31,26.62,3381.54,74.95,27.93
27.55,32.35,3.24,2.71,2.39,338.78,94.18,168.37,25.94,3248.52,0,28.2
27.76,32.97,3.33,1.93,2.31,337.48,92.67,166.53,25.95,3323.66,0,27.91
29.82,33.79,3.45,3.37,2.42,346.08,94.53,169.42,27.15,3377.54,95.01,28.07
29.35,33.69,3.74,3.73,2.45,335.19,95.05,170.54,27.16,3357.23,95.3,27.91
28.7,32.92,3.63,3.39,2.46,338.21,95,170.37,26.54,3426.67,94.61,28.29
28.3,33.25,3.42,3.04,2.49,342.56,94.16,169.13,27.58,3447.24,95.33,27.81
27.45,33.36,3.52,3.29,2.4,344.67,93.86,169.12,27.78,3472.68,95.13,27.91
28.45,32.85,3.48,3.41,2.39,349.63,94.05,168.06,27.08,3278.68,95.33,28.42
29.13,32.63,3.44,3.29,2.9,359.18,94.62,169.18,26.98,3399.5,94.45,29.07
28.79,32.91,2.64,3.43,1.9,329.29,92.36,159.69,20.87,3496.09,94.35,28.34
29.92,32.45,3.56,1.93,2.36,336.64,93.54,168.71,27.06,3480.69,95.45,27.97
27.79,31.66,3.52,2.56,2.39,349.46,93.9,174,27.07,3489.11,94.9,28.6
28.1,32.04,3.74,2.6,2.37,352.24,94.55,171.2,27.51,3471.84,82.82,27.44
28.88,33.08,3.55,2.59,2.38,351.4,94.32,171.32,26.63,3488.33,96.2,27.97
28.49,32.58,3.78,2.66,2.39,355.36,94.29,169.31,26.63,3271.67,98.22,29.8
28.59,32.91,3.78,2.6,2.39,353.29,94.28,169.01,26.97,3057.75,98.93,27.68
30.03,33.33,3.91,2.93,2.39,352.46,94.26,170.36,28.04,2548.89,97.61,27.87
29.29,33.21,3.8,3.15,2.41,349.7,94.28,170.52,27.41,2645.37,97.03,27.3
28.7,2.76,3.75,3.18,2.4,300,94.26,169.77,27.51,2936.57,95.91,28.13
28.04,32.33,3.87,3.13,2.39,348.43,94.24,169.34,27.07,2663.12,94.95,27.37
28.78,32.05,2.89,2.72,1.83,302.59,88.9,155.97,17.68,2931.7,94.57,27.19
28.85,32.66,3.59,3.66,2.38,329.25,93.83,169.37,26.89,2976.15,94.48,27.28
