BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,RICH OIL FLOW(M3/hr),STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,COG Generation,DISTILLATION COLUMN MIDDLE TEMP,FGC OUTLET GAS TEMP
°C,°C,kpa,kpa,TPH,°C,°C,°C,TON,MT,°C,°C
29.22,32.79,3.6,3.84,2.41,335.2,93.77,170.96,26.71,3220.82,94.43,26.24
28.94,32.29,3.59,3.93,2.39,331.6,93.9,169.9,26.71,3332.43,94.58,27.88
29.66,33.41,3.51,2.21,2.39,349.9,94.1,169.5,26.35,3328.92,94.66,27.33
28.99,32.83,3.15,2.38,2.41,353.4,94.36,170.17,26.09,3394,97.59,27.46
28.75,32.75,3.48,2.35,2.38,355.48,94.22,171.06,26.35,3404.77,92.88,27.01
28.98,33.35,3.51,2.35,2.39,356.2,94.21,171.06,26.09,3402.9,93.15,27
29.29,33.16,3.62,2.73,2.36,351.95,94.76,170.12,25.56,0,94.4,27.25
29.49,32.96,3.74,2.71,2.36,348.43,94.69,170.85,25.39,89495.38,93.66,27.47
29.01,32.5,3.59,2.97,2.35,348.32,94.8,168.72,25.39,3161.594286,94.7,28.21
0,0,0,0,0,0,0,0,0,3428.792857,94.17,28.47
28.86,31.81,3.55,0,0,0,0,0,26.39,3138.994286,78.4,26.12
0,0,0,0,0,0,0,0,0,3055.672857,93.6,26.8
28.74,33.21,3.53,3.36,2.5,345.07,94.47,169.4,27.18,3431.98,94.8,28.75
28.52,32.56,3.41,2.93,2.39,345.87,93.84,168.57,26.34,3412.74,94.89,27.93
28.86,28.6,3.78,2.89,2.39,344.38,94.28,169.95,27.18,3437.96,94.6,28.85
29.03,32.68,3.4,3.01,2.31,336.77,93.3,168.13,25.25,3447.81,94.5,26.79
29.09,32.5,3.8,2.96,2.37,347.22,94.29,167.04,25.82,3478.06,93.98,29.05
28.4,32.25,3.76,2.31,2.36,339.61,94.21,168.27,25.91,3387.02,93.21,28.44
28.6,32.6,3.9,2.62,2.31,335.42,93.99,167.93,25.82,3434.51,95.7,28.4
28.3,31.85,3.8,2.41,2.29,344.8,94.26,168.2,26.09,3443.3,95.98,28.13
28.83,32.65,3.52,2.59,2.4,334.7,94.52,170.26,25.46,3146.79,95.38,27.57
28.5,31.85,3.48,2.07,2.41,341.9,94.7,169.59,25.82,3268.69,94.64,27.72
28.99,32.56,3.58,2.29,2.4,347.2,94.76,174.43,26.27,3325.77,95.12,27.41
29.53,32.76,2.64,2.43,2.4,346.9,94.75,170.81,25.74,3317.7,94.47,29.82
28.73,32.69,3.53,2.56,2.38,346.2,93.94,167.57,25.38,3395.02,94.21,29.35
29.27,32.25,2.06,2.6,1.53,296.01,92.14,89.3,12.03,3403.21,94.3,28.7
29.24,32.15,3.71,2.82,2.37,337.3,94.45,166.78,24.5,3332.65,94.6,28.3
28.21,32.87,3.54,2.33,2.34,336.42,94.28,167.12,23.89,3429.49,94.22,27.45
28.86,32.54,3.67,2.06,2.35,345.29,93.84,171.36,26.01,3405.75,95.38,28.45
29.42,32.45,3.57,2.1,2.28,340.4,94.19,167.77,25.12,3115.23,95.43,29.13
29.26,32.83,3.63,2.17,2.4,340.3,94.37,169.69,25.21,2107.14,91.91,28.79
29.4,33.02,3.62,2.33,2.41,336.99,94.47,169,25.31,2499.45,94.14,29.92
29.3,32.95,3.64,2.37,2.41,337.8,94.49,169.42,25.21,2935.15,93.59,27.79
28.95,32.66,3.38,2,2.39,339.25,94.08,168.8,25.39,3016.31,94.3,28.1
28.99,32.54,3.86,1.67,2.33,337.19,93.83,169.3,24.94,3105.46,94.43,28.88
29.25,32.5,3.59,1.75,2.34,335.52,94.05,167.57,25.75,2849.9,94.32,28.49
28.96,32.2,4.36,1.85,2.33,337.68,93.97,167.19,25.92,2983.06,94.36,28.59
28.49,32.2,3.37,.1.83,2.3,334.83,94.15,168.69,26,2722.56,94.34,30.03
29.59,32.87,3.66,1.86,2.36,344.44,94.33,170.06,25.73,2997.82,94.65,29.29
29.21,32.54,3.78,1.85,2.32,325.9,94.23,168.89,25.83,3132.11,64.21,28.7
29.43,32.58,3.78,1.89,2.37,336.03,94.59,168.88,25.21,3247.91,94.35,28.04
28.91,32.98,3.69,1.88,2.45,334.94,94.74,169.86,25.39,3259.69,88.29,28.78
28.32,32.58,3.48,1.94,2.47,338.39,94.83,170.33,25.3,3182.341333,94.5,28.85
28.85,32.2,3.21,1.68,2.46,342.07,94.93,168.98,24.68,95470.24,94.59,29.22
28.46,32,3.29,1.69,2.46,352.95,93.92,169.27,24.33,3432.6225,94.8,28.94
28.52,31.86,3.42,1.92,2.46,350.6,94.16,166.92,24.33,3354.877143,95.02,29.66
29.26,32.5,3.68,1.51,2.46,356.15,94.18,169.59,25.03,3342.721429,94.9,28.99
28.96,32.48,3.56,0,0,0,0,0,24.98,3072.018,95.24,28.75
28.67,32.32,3.69,2.46,2.36,341.55,94.39,169.39,25.88,3390.38,95.24,28.98
29.01,32.42,3.22,2.48,2.27,335.74,94.18,158.39,23.6,3392.86,95.65,29.29
29.06,32.76,3.58,2.19,2.37,339.49,94.25,169.02,25.16,3375.67,94.91,29.49
29.13,32.49,3.77,1.81,2.34,335.94,94.16,168.65,25.63,3404.24,95.4,29.01
29.45,32.54,3.67,-72.92,2.46,351.8,94.17,169.03,25.12,3425.89,95.08,29.09
29.34,32.38,3.6,-62.48,2.44,352.94,93.98,167.87,25.39,3324.82,95.8,28.4
29.61,32.54,3.46,-60.04,2.41,352.14,93.98,169.94,25.73,3411.64,95.4,28.6
29.06,32.16,3.4,-61.21,2.42,352.8,94.67,168.83,25.21,2966.09,95.62,28.3
28.73,32.79,2.22,-53.13,2.4,348.08,94.92,165.18,20.61,3166.6,94.81,28.83
29.36,32.79,3.89,-53.26,2.41,356.91,93.72,170.19,26.98,3236.82,94.73,28.5
28.5,32.6,3.74,-53.3,2.42,355.01,93.81,170.03,26.72,3400,94.91,28.99
28.6,32.46,3.65,1.69,2.41,356.29,93.89,170.11,25.73,2769.66,95.09,29.53
28.8,32.3,3.73,1.47,2.42,348.47,94.33,168.85,27.15,2562.18,94.93,28.73
28.2,31.95,4.49,1.53,2.4,349.81,94.4,168.29,26,2496.95,152.17,29.27
27.79,31.66,3.61,1.54,2.41,350.31,94.39,168.66,25.65,3020.67,94.89,29.24
28.74,32.25,3.57,1.02,2.42,340.22,94.2,168.22,25.75,3149.39,94.08,28.21
27.5,32.5,2.88,1.67,2.41,369,94.2,168.41,23.17,3335.96,94.96,28.86
27.95,32.08,3.46,1.19,2.45,332.5,94.28,168.47,26.54,3389.29,94.8,29.42
27.96,32.37,3.62,0.94,2.44,342.4,94.8,168.32,25.64,3256.18,94.95,29.26
28.4,31.87,3.62,1.01,2.46,351.7,94.81,168.61,26.62,3350.14,95.04,29.4
28.9,32.44,3.49,0.99,2.43,356.3,94.8,170.08,26.27,3438.51,95.2,29.3
29.03,32.7,3.47,1,2.28,360.5,94.41,169.9,25.47,3464.51,94.95,28.95
28.05,32.7,3.68,1.1,2.37,354.79,94,169.62,26.27,3326.49,95.03,28.99
28.77,32.1,3.77,1.12,2.41,359.16,94.6,170.14,26.71,3364.64,95.2,29.25
28.91,32.05,3.73,1.11,2.42,351.93,94.29,170.56,26.8,3346.05,95.02,28.96
28.88,32.15,3.72,1.14,2.37,353.6,94.23,168.93,26.26,3344.52,94.66,28.49
28.83,32.25,3.69,1.3,2.38,347.08,94.24,169.08,26.44,3325.04,94.65,29.59
28.33,31.7,3.72,1.39,2.41,343.81,94.31,169.95,26.8,3355.06,94.21,29.21
28,31.66,3.75,1.4,2.4,346.48,94.21,168.42,26.98,3333.18,94.61,29.43
28.16,31.62,3.66,1.41,2.39,347.94,94.27,169.05,27.25,3357.57,95.15,28.91
28.55,31.91,3.74,1.4,2.38,356.76,94.06,167.88,27.16,0,95.18,28.32
27.7,32.41,3.75,1.15,2.36,354.06,94.32,166.7,26.8,90847.18,94.98,28.85
28.71,31.62,3.63,1.27,2.34,340.75,94.5,165.8,26.8,3389.357143,94.21,28.46
29.15,32.54,3.43,-59.48,2.42,352.81,94.18,168.51,25.11,3373.208571,94.12,28.52
28.57,32.36,3.62,-21.92,2.41,352.13,94.21,168.76,25.55,3337.75,94.88,29.26
28.35,32.32,3.44,1.12,2.41,350.37,94.5,169,25.64,3201.82,95.17,29.45
29.07,32,3.55,1.64,2.39,338.8,94.09,138.19,27.68,3024.92,94.99,29.34
28.15,33.5,2.28,1.59,1.92,297.79,90.22,156.74,18.57,3170.74,95.35,29.61
28.13,32.9,3.75,1.43,2.37,353.82,93.83,170.66,27.51,3243.96,95.28,29.06
28.94,32.5,3.48,1.53,2.42,349.63,94.39,168.18,27.6,3267.38,95.69,28.73
28.52,32.96,3.5,1.27,2.41,300,94,159.02,27.02,3302.87,95.09,29.36
28,31.73,0,1.19,2.04,298.7,89.33,159.02,19.89,3371.41,95.23,28.5
26.52,31.5,3.05,0.93,1.65,286.82,94.01,144.79,18.66,3357.55,95.17,28.6
22.9,30.79,1.83,0,2.22,326.74,93.22,162.39,23.79,3355.29,94.85,28.8
27.24,31.59,3.79,1.28,2.39,338.71,93.94,166.58,16.87,3252.14,94.46,28.2
27.35,32.08,3.27,1.36,2.39,335.23,94.29,169.39,27.16,2896.71,94.3,27.79
27.3,32.25,3.76,1.72,2.37,337.11,94.29,167.79,28.73,2459.59,94.79,28.74
26.61,31.87,3.6,1.82,2.39,334.6,94.52,168.4,28.84,2204.06,94.89,27.5
27.92,32.29,3.64,1.57,2.28,338.23,94.41,170.5,28.22,2604.66,94.09,27.95
27.9,32.71,3.42,1.82,2.28,339.6,94.4,170.5,27.5,2874.66,94.66,27.96
26.51,31.11,3.03,1.29,2.83,341.98,94.5,168.3,27.33,2995.69,94.42,28.4
24.6,31.41,3.61,1.44,2.31,346.8,93.6,168.7,26,3048.46,94.59,28.9
26.17,31.2,3.45,1.8,2.31,354.3,93.52,170.4,26.44,3105.04,93.67,29.03
27.2,31.04,3.52,1.46,2.29,345.3,93.4,168,26.27,3217.93,94.24,28
27.49,32.08,3.82,1.64,2.38,344.8,94.02,170.01,26.8,3337.4,94.23,28.05
26.77,30.85,3.7,1.86,2.31,345.94,94.05,167.61,26.62,3183.5,95.62,28.77
27.14,31.9,3.54,1.55,2.41,343.39,94.37,169.8,25.29,3258.95,94.46,28.91
26.93,30.5,3.45,1.4,2.41,345.7,94.12,166.75,25.3,3244.83,94.61,28.88
26.87,31.8,3.59,1.38,2.42,345.17,93.76,169.51,25.91,3240.18,94.56,28.83
26.61,31.75,3.62,1.38,2.41,345.79,93.91,170.45,25.56,3250.23,94.25,28.33
26.75,31.83,3.56,1.35,2.41,359.81,94.39,168.14,23.89,3275.69,93.8,28
26.66,31.7,3.74,1.44,2.41,341.45,94.31,169.8,24.95,3211.49,93.89,28.16
26.8,32.12,3.59,1.51,2.41,342.6,94.39,170.5,23.88,2847.12,94.05,28.55
26.7,31.75,3.42,1.53,2.42,344.5,93.69,168.1,23.53,0,94.22,27.7
24.5,31.71,3.22,1.23,2.38,327.17,94.19,167.4,23.17,95854.52,94.19,28.71
27.2,31.7,3.6,1.18,2.38,341.43,94.55,166.82,0,3098.812857,94.75,28.56
26.98,31.84,0,1.47,2.32,336.4,93.67,165.29,24.38,3248.404286,94.01,29.07
28.47,32.6,0,1.44,2.26,323.12,92.64,158.56,21.18,3163.852857,88.93,28.15
26.76,31.78,0,1.21,2.18,314.37,93.13,160.43,19.06,2992.49,93.78,28.13
26.72,31.83,3.5,1.64,2.4,341.8,94.18,165.56,27.58,2996.98,94.05,28.94
27,31.42,3.61,1.52,2.38,345.16,93.95,168.88,25.96,3022.84,94,28.52
27.35,32.12,3.69,1.1,2.37,352.24,93.99,171.24,23.26,3118.96,88.77,28
26.39,31.88,3.68,1.13,2.38,347.14,94.21,169.06,24.77,3235.76,91.67,26.52
26.25,31.7,3.66,1.17,2.38,346.31,94.37,170.06,23.88,3222.08,92.69,22.9
26.18,31.46,2.96,1.2,2.39,343.49,94.39,169.49,25.83,3362.45,93.33,27.24
26.61,31.55,2.92,0.99,2.37,339.8,94.64,166.93,22.64,3366.13,94.43,27.35
26.43,31.38,2.34,0.79,2.39,339.8,94.56,166.57,22.72,3358.15,94.5,27.3
26.29,31.01,2.22,0.77,2.39,335.75,93.97,94.1,23.71,3344.59,94.61,26.61
26.33,31.63,2.71,0.78,2.38,336.21,93.91,94.08,25.3,3343.45,94.54,27.92
26.71,31.28,3.61,0.81,2.42,333.99,94.68,166.78,25.12,3062.75,94.5,27.9
27.79,31.45,3.67,0.79,2.38,334.53,94.1,166.37,25.91,2883.56,94.6,26.51
27.12,31.25,3.49,0.79,2.39,334.56,94.12,166.64,25.83,3105.67,94,24.6
27.7,31.82,3.49,1,2.18,317.17,92.6,161.6,22.29,3261.38,93.86,26.17
27.5,31.29,3.8,0.92,2.39,338.42,94.48,167.84,18.75,3360.87,94.26,27.2
26.33,32.33,2.01,0.87,2.14,344.8,87.42,167.53,15.83,3411.06,94.45,27.49
27.13,32.75,2.84,0.82,2.37,352.52,83.89,168.68,24.86,3389.4,93.96,26.77
26.95,31.91,3.47,0.88,2.47,350,93.88,164.69,24.94,3400.87,94.15,27.14
27.16,31.42,3.67,0.78,2.47,346.5,93.39,168.16,26.99,3391.2,94.75,26.93
27.17,31.15,3.6,0.8,2.46,356.2,94.11,169,26.89,3454.17,94.05,26.87
26.68,31.83,3.63,0.83,2.42,348.54,94.26,169.81,26.71,3497.22,94.22,26.61
29.23,31.71,1.91,0.83,2.42,348.35,94.37,169.01,26.27,3440.31,94.63,26.75
25.89,32.71,0,0.79,2.37,349.49,94.38,169.74,26.71,3472.89,94.62,26.66
26.91,31.75,3.76,0.77,2.39,343.63,94.32,168.66,25.92,3518.87,94.35,26.8
26.97,32.41,3.52,0.78,2.39,339.45,94.42,169.03,26.36,3482.55,94.3,26.7
26.26,32.01,3.59,0.73,2.42,336.88,94.6,168.97,26.1,3462.77,94.13,24.5
26.99,32.58,3.68,0.7,2.42,335.4,94.1,169.19,26.36,3448.52,94.15,27.2
26.8,32.02,3.66,0.76,2.42,339.9,94.1,169.4,27.34,3434.65,94.27,27.35
26.7,32.21,3.7,0.01,2.41,354.1,94.1,167.8,27.34,3460.74,93.98,26.39
26.72,32.41,3.74,0.81,2.37,355.81,93.77,165.9,27.24,0,93.85,26.25
26,32.18,3.69,1.01,2.35,352.24,93.8,164.71,26.89,92407.94,94.14,26.18
26,32.7,3.7,1,2.35,351,93.5,165.1,26.98,3135.937143,94.73,26.61
26.84,32.41,3.7,1.05,2.38,350.06,94.35,161.21,25.1,3318.944286,95.22,26.43
26.82,31.88,0,0.85,2.38,343.69,93.49,162.27,24.56,3210.67,164.14,26.29
26.5,31.59,3.07,1.02,2.38,343.5,94.3,169.36,23.83,0,165.43,26.33
26.75,31.36,2.99,0.82,2.39,336.38,94.28,142.42,24.46,2375.243,94.19,26.71
27.13,31.81,3.27,0.87,2.35,343.66,91.4,155.54,22.94,2446.853,94.7,27.79
26.99,32.14,0,0.78,2.4,343.11,94.35,169.2,26.35,2459.791,94.73,27.12
26.75,32.7,3.88,1.04,2.39,337.84,94.42,162.38,26.18,2429.597,92.5,27.7
26.05,32.2,3.5,1.09,2.36,341.26,94.6,163.4,25.65,2420.043,94.65,27.5
26.94,32.57,3.48,1.35,2.23,332.82,94.09,151,24.5,2350.929,87.53,26.33
26.7,31.61,3.67,0.92,2.39,341.57,94.39,157.92,26.36,2425.044,94.5,27.13
26.07,31.5,3.76,0.79,2.38,340.23,94.27,156,26.54,2433.237,94.41,26.95
26.77,31.96,3.6,0.8,2.38,343.83,94.21,158.04,26.71,2427.751,93.97,27.16
27.56,32.29,3.69,0.78,2.38,343.89,94.39,158.3,26.63,2416.627,94.01,27.17
26.8,31.66,3.51,0.81,2.4,344.1,94.51,157.65,26.36,2289.233,93.9,26.68
26.3,32.04,3.61,0.81,2.4,341.2,94.66,157.52,25.82,2143.658,94.13,29.23
26.31,30.54,3.61,0.81,2.4,340.4,94.58,157.8,25.92,2339.021,94.7,25.89
26.29,34.08,3.72,0.82,2.41,342.72,94.59,160.55,26.54,2361.662,94.48,26.91
27.2,32.66,3.49,0.83,2.4,342.2,94.7,159.2,26.36,2393.662,94.54,26.97
27.4,31.96,3.67,1.65,2.2,344.9,93.91,157.08,26.98,2506.846,94.27,26.26
26.86,32.8,3.45,1.18,2.11,30.89,93.09,159.77,23.27,2540.815,94.35,26.99
26.72,32.16,0,1.04,2.19,310.24,94.45,158.43,13.15,0,95.7,26.8
0,0,0,0,0,0,0,0,0,74973.235,95.2,26.7
26.69,32.12,3.65,0.97,2.36,340.21,94.34,158.14,26.08,2415.357143,94.3,26.72
26.59,32.01,3.64,0.8,2.39,342.34,94.46,158.31,26.36,2394.694857,94.68,26
27.2,32.21,0,0.83,2.4,342.2,94.7,158.44,5.94,2374.226857,94.1,26
28,32.29,3.57,1.21,2.26,322.5,94.01,164.9,26.44,2408.088143,94.96,26.84
26.72,31.72,3.48,1.69,2.38,42.0808,94.06,165.27,25.56,3464.09,94.85,26.75
27.9,33.66,3.77,1.93,2.37,344.6,94.04,163.6,26.27,3442.29,95.4,26.05
27.12,32.55,3.1,1.91,2.33,342.7,93.96,163.9,25.3,3472.44,95.59,26.94
32.98,33.14,0.51,1.97,2.35,340.61,94.03,164.48,25.3,2417.29,94.5,26.7
33.73,34.3,0,2.48,2.31,354.33,94.2,164.54,24.6,2653.93,94.28,26.07
39.02,33.16,3.69,2.45,2.3,345.67,94.89,162.39,24.6,2908.81,94.58,26.77
27.55,31.66,3.66,2.23,2.33,351.5,94.39,164.02,25.56,3099.08,94.95,27.56
26.99,31.8,3.61,2.27,2.35,351.43,94.5,163.7,26.37,3166.61,94.7,26.8
26.75,32.58,3.61,2.43,2.35,357.41,94.5,165.27,25.74,3267.45,95.15,26.3
25.57,31.93,3.61,2.54,2.34,354.5,94.49,164.21,25.66,3336.1,95.13,26.31
26.22,32.2,3.61,2.47,2.36,351.47,94.51,164.33,26.27,3365.59,94.67,26.29
26.3,32.48,3.6,2.55,2.37,352.3,94.5,163.5,26.01,3371.73,94.59,27.2
26.67,32.12,3.54,2.03,2.35,347.55,94.51,164.64,26.54,2164.84,59.78,26.8
27.11,32.29,3.61,2,2.31,347.15,94.52,165.79,26.62,2891.76,95.53,27.4
27.13,31.66,3.39,1.97,2.32,339.6,94.52,162.4,25.65,3136.05,93.52,26.86
27.75,32.7,3.59,2.2,2.33,346.7,94.5,166.88,26.27,3264.75,94.87,26.72
27.5,332.2,3.34,2.42,2.05,330.1,89.44,161.24,22.29,3345.5,94.87,26.69
27.51,32.79,3.51,2.27,2.23,331.7,91.83,163.4,25.39,3453.5,94.9,28
27.08,32.2,3.63,1.94,2.39,340.61,94.52,164.78,26.9,3484.3,94.64,26.72
27.2,32.37,3.71,1.98,2.33,345.39,94.35,165.52,26.18,3510.73,93.74,27.9
27.14,33.16,3.6,1.78,2.32,345.84,94.5,167.92,26.71,3508.65,95.35,27.12
27.07,33,3.96,1.78,2.32,345.4,94.56,167.82,26.09,3500.04,95.91,32.98
26.71,32.75,3.57,2.08,2.33,344.33,94.52,166.71,26.54,3522.92,94.2,33.73
27.88,33.63,3.55,2.48,2.33,350.94,94.5,165.82,26.35,3472.55,95.45,39.02
27.24,31.92,3.71,2.55,2.32,354.04,94.48,167.74,26.72,3517.54,95.39,27.55
27.6,31.81,3.66,2.6,2.23,357.49,94.51,168.06,26.01,3086.99,95.22,26.99
27.95,34.41,3.59,2.63,2.28,358.71,94.52,167.23,26.53,3358.07,95.54,26.75
27.36,33.58,3.41,2.59,2.29,353.92,95.25,165.3,25.47,3505.45,95.46,25.57
27.03,33.8,3.6,2.67,2.31,381.38,94.54,165.41,26.18,3527.59,95.49,26.22
27.46,32.72,3.61,2.38,2.25,346.5,94.4,165.5,25.31,3463.99,95.69,26.3
27.94,42.34,0,2.21,2.32,347.88,94.09,164.71,25.81,3256.021,96.33,26.67
30.78,32.97,0,1.95,2.33,341.74,94.17,164.43,25.45,3065.418571,95.65,27.11
30.37,32.65,0,2.34,2.33,350.78,94.43,164.02,25.42,3113.938571,95.31,27.13
26.95,75.09,3.53,2.23,2.3,344.98,93.79,164.07,25.66,3089.732857,95.28,27.75
27.23,32.84,3.65,2.04,2.32,343.46,94.11,166,26.31,3502.39,90.72,27.5
27.57,33.77,3.72,1.4,2.41,340.87,94.74,166.48,26.71,0,92.8,27.51
28.04,34.53,3.7,1.61,2.42,357.8,94.78,167.1,26.28,3312.73,95.22,27.08
27.7,33.59,3.59,1.58,2.42,356.5,94.5,167.3,26.45,2814.49,96.53,27.2
27.59,34.45,3.37,1.65,2.44,350.25,94.55,166.69,26.1,2947.24,98.65,27.14
31.9,34.41,0,1.73,2.4,348.95,94.52,167.3,25.92,3079.69,98.61,27.07
39.87,34.33,3.15,1.75,2.37,346.81,94.6,166.04,24.86,3295.41,97.62,26.71
27.78,34.62,3.68,1.77,16.7,2.35,94.5,166.87,26.27,2760.66,97.13,27.88
28.1,33.85,3.78,1.46,18.5,2.34,94.68,165.76,26.45,2433.21,97.13,27.24
27.73,33.7,3.56,1.36,2.35,2.35,94.39,167.27,26.45,2165.76,96.28,27.6
27.93,34.05,3.69,1.37,2.36,345.59,94.13,166.4,26.09,2320.86,95.69,27.95
28.06,33.62,3.76,1.33,2.36,345.77,94.37,166.22,26.72,2620.21,97,27.36
27.9,34.69,3.73,1.29,2.37,346.38,94.2,167.63,26.45,2978.71,95.5,27.03
27.82,34.45,3.41,1.35,2.34,348.72,94.15,167.06,26.54,3111.43,96.4,27.46
28.45,34.7,3.75,1.36,2.34,348.72,94.11,167.73,26.44,3279.09,97.1,27.57
28.95,34.53,3.66,1.43,2.35,345.74,94.26,165.97,26.36,3372.49,95.95,28.04
28.45,34.5,3.75,1.32,2.34,342.77,94.64,167.43,26.35,3371.57,96.4,27.7
27.84,34.56,3.69,1.34,2.35,344.84,94.69,167.67,26.35,2468.96,96.05,27.59
27.07,34.66,3.76,1.62,2.37,345.62,94.59,167.35,26,2964.77,96.33,31.9
26.97,34.57,3.75,1.64,2.42,345.7,94.17,167.62,26.53,3154.86,95.21,39.87
27.2,35.08,3.92,1.75,2.4,347.22,93.99,168.11,26.36,3308.16,96.38,27.78
26.29,33.44,3.78,1.53,2.39,339.4,94.06,166.31,26.98,3393.43,95.63,28.1
26.8,33.91,3.78,1.15,2.38,334.07,92.24,168.5,26.8,3309.27,95.83,27.73
27.7,32.55,3.78,1.07,2.35,342.1,94.22,165.6,27.42,3308.43,95.94,27.93
27.9,33.78,3.79,1.17,2.36,344.9,94.21,165.14,26.98,3286.74,96.28,28.06
27.8,32.91,3.97,1.18,2.39,348.4,94.7,167.6,26.98,3205.83,96.55,27.9
28.16,34.25,3.56,2.2,2.03,306.56,91.63,162.95,20.52,3295.04,96.36,27.82
28.06,33.51,3.35,2.72,2.37,330.9,94.34,165.8,26.72,3298.44,96.31,28.45
28.36,32.71,3.32,2.62,2.39,345.8,94.2,166.8,26.8,3298.18,95.73,28.95
27.62,34.5,3.69,2.2,2.39,346.64,94.02,168.05,26.46,3300.85,96.63,28.45
27.39,33.87,3.82,2.29,2.37,346.94,93.99,165.38,26.54,3313.18,96.74,27.84
28.3,34.07,0,1.61,3.54,310.03,94.32,166.93,26.43,3309.19,97.09,27.07
30.06,34.24,0,1.64,4.45,300.5,94.6,166.97,26.13,0,97.42,26.97
30.2,34.08,0,1.54,6.72,199.17,94.46,166.43,26.14,85456.51,96.34,27.2
28.07,34.58,3.68,1.39,2.35,346.11,94.38,166.88,26.36,2949.061429,95.49,26.29
27.24,33.75,3.82,1.36,2.38,343.11,93.94,166.98,26.86,2653.545714,96.64,26.8
27.49,32.66,3.86,1.9,2.36,345.99,94.31,165.06,26.35,1989.35,96.01,27.7
28.49,33.33,3.9,1.96,2.37,347.01,94,165.92,26.19,2473.53,96.12,27.9
27.5,32.41,3.7,1.89,2.38,346.9,94.06,167.4,26.09,2778.54,96.8,27.8
27.6,32.58,3.51,1.98,2.35,345.8,94.03,167.8,25.57,3018.12,93.87,28.16
27.6,33.76,3.4,1.99,2.35,343.7,94.18,97.7,24.85,3165.36,97.4,28.06
27.9,33.91,3.75,2.01,2.35,339.9,94.77,98.07,25.39,3201.04,95.7,28.36
28.16,33.95,3.72,2.03,2.37,339.43,94.18,97.31,24.68,2944.31,97.15,27.62
29.14,34.12,3.91,2.15,2.38,342.6,94.3,97.12,24.41,2846.35,96.61,27.39
28.41,33.58,3.83,1.94,2.37,339.91,94.23,166.06,24.59,2417.36,96.29,28.3
28.6,33.75,3.97,1.51,2.41,336.8,94.31,168.1,25.03,2321.02,96.09,27.49
28.76,34.07,3.89,1.62,2.4,340.53,93.98,167.44,25.03,2774.37,96.76,28.49
28.75,34.5,3.89,1.63,2.39,341.61,95.5,168.11,25.38,3099.25,96.69,27.5
28.38,34.43,3.88,1.53,2.39,340.65,94.25,167.27,25.43,3306.38,96.89,27.6
28.97,34.41,4,1.46,2.29,336.3,94.06,169.03,25.75,3355.93,167.78,27.6
30.16,34.4,3.88,1.44,2.4,331.68,94.22,167.7,25.21,3355.47,167,27.9
29.69,33.91,1.95,0.65,1.4,215,70.09,120.7,8.31,3487.75,166.98,28.16
0,27.33,0,1.77,2.35,342.1,94,163.4,14.24,3442.67,165.7,29.14
29.4,33.88,4,1.77,2.34,343.8,94,165.4,26.54,3399.22,96.65,28.41
29.05,33.67,3.91,1.78,2.36,341.48,94.01,168.92,25.38,3338.77,97.6,28.6
29.58,35,3.8,1.81,2.36,340.8,94,168.75,25.12,3303.82,96.58,28.76
29.51,34.41,3.74,1.98,2.38,337.1,94.01,169.6,26.01,3295.77,97.72,28.75
30.08,33.82,3.93,2.02,2.36,336.7,94,168.7,26.01,3345.43,96.67,28.38
29.5,34.37,3.87,2.02,2.36,332.4,94,167.7,26.18,3315.73,97.62,28.97
29.43,33.87,4.01,1.72,2.29,335.23,94.09,170.81,26.81,3200.8,96.69,30.16
29.33,34.33,3.9,1.6,2.38,339.89,94.51,170.07,26.89,3190.23,74.6,29.69
29.59,34.12,3.92,1.74,2.34,331.9,94.4,170.22,27.25,3099.139677,94,0
30.53,33.62,3.95,1.92,2.34,335.5,94.4,170.97,26.36,96073.33,96.7,29.4
30.19,34.58,3.81,1.89,2.4,333.07,93.78,168.82,27.42,2902.15,98.88,29.05
29.35,33.75,4,1.66,2.39,342.41,94,169.27,27.52,2795.75,98.07,29.58
28.97,33.67,0,1.77,2.32,335.39,93.15,153.19,24.25,2874.38,100.61,29.51
27.82,33.23,3.69,1.97,2.36,344.1,94.22,152.78,25.44,2389.855,99.98,30.08
28.37,33.88,3.78,1.89,2.38,340.41,94.28,132.35,24.86,2453.742,98.1,29.5
29.19,34.33,0,1.34,2.17,313.05,89.62,144.26,22.02,2483.427,103.77,29.43
29.52,33.21,0,1.88,2.36,339.2,94,167.5,24.21,2485.851,102.41,29.33
29.8,33.75,3.8,1.91,2.4,337.4,94.03,169.6,37.32,2484.1,103,29.59
29.86,35.66,3.98,2.04,2.43,337.8,94.02,171.26,27.95,2563.908,103.7,30.53
29.2,35.2,3.88,2,2.37,337.7,93.9,168.6,27.25,2420.262,99.17,30.19
29.8,35.37,3.61,1.98,2.26,336,93.8,164.09,24.5,2511.012,99.53,29.35
29.55,34.98,3.73,1.81,2.42,346.6,93.9,170,27.06,2483.253,100.6,29.8
29.97,35.54,3.67,1.84,2.41,342.42,94,169.96,26.45,2519.037,102.2,29.86
