LOWER COND TEMP AT INELT',LOWER COND TEMP AT OUTLET,UPPER COND TEMPE AT INELT,UPPER COND TEMPE AT OUTLET,BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  OUTLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,BENZOL WASHER RESISTANCE,RICH OIL FLOW(M3/hr),RICH OIL INLET TEMP TO PIPEHEATER,RICH OIL PRESSURE AT PIPEHEATER INLET,RICH OIL OUTLET TEMP FROM  PIPEHEATER,RICH OIL PRESSURE AT PIPEHEATER OUTLET,PIPEHEATER MIDDLE TEMP,STEAM INLET TEMP TO PIPEHEATER,STEAM OUTLET TEMP FROM PIPEHEATER,COG FLOW TO PIPEHEATER,COG PRESSURE TO PIPEHEATER,STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,CRUDE BENZENE AT <75 C, BENZOL (BTX),Benzene ,Production ,Dispatch,yield  (Dry basis),QI,Moisture,Density ,Dry basis,wet basis ,Actual ,Dry basis,Consumer(from FMD),Flare(Flow meter),Tot Gas to Battry,SAP production,0,SAP production
33.13,31.13,20.82,24.86,29.84,33.38,29.84,3.42,64.93,151.32,0.31,183.63,0.16,299.62,148.75,337.46,331.64,2.28,2.43,337.46,93.42,169.7,28.57,36.96,0.71,89.26,79.36,90,0,0.028829097,2.55,1.3,1.18,3121.846,3408.59,1099704,0,99351,16424,22998,85,2.722748015,25
32,29.91,20.29,23.83,28.14,33.37,28.14,3.56,65.03,143.94,0.31,182.11,0.16,399.3,148.54,336.39,324.13,2.34,2.4,336.39,94.45,169.6,29.01,36.63,0.78,89.06,79.95,90,0,0.028211955,2.4,1.5,1.18,3190.137,3493.95,1067664,0,99101,18969,23165,85,2.664462373,26
31.29,29.62,20,23.41,28.4,32.72,28.4,3.28,64.62,149.12,0.31,182.41,0.16,402.4,146.37,337.93,323.17,2.43,2.41,337.93,94.31,170.36,29.19,36.33,0.69,89.23,79.82,90,60,0.028177516,2.24,1.5,1.18,3194.036,3510.84,1072968,0,94291,20708,23035,85,2.66120983,26
32.25,30.5,20,23.62,29.57,34.08,29.57,3.38,65.05,149.88,0.31,183.14,0.16,405.05,148.29,339.62,327.07,2.56,2.41,339.62,94.29,172.78,28.92,38.47,0.65,88.93,79.64,90,90,0.028093342,2.7,1.6,1.18,3203.606,3531.45,1069152,0,96723,17097,23266,85,2.653260108,26
32.58,31.04,20.16,24.12,29.91,34.32,29.91,3.5,65.1,148.61,0.31,184.42,0.16,406.56,148.62,343.56,315.34,1.8,2.43,343.56,94.35,170.53,28.84,39.83,0.65,89.14,79.65,90,140,0.028205686,2.32,1.4,1.18,3190.846,3504.19,1070112,0,95430,16904,23298,85,2.663870334,26
31.79,30.29,20.2,23.45,29.04,33.66,29.04,2.14,37.5,114.5,0.2,146.4,0.1,259.25,148.92,246.26,194.3,1.19,1.54,246.26,78.5,77.5,14.33,37.37,0.61,89.23,79.41,90,0,0.028118234,2.2,2.2,1.18,3200.77,3503.19,1072872,0,88313,20428,23229,85,2.655610994,25
31.5,29.62,20.54,23.62,28.52,33.12,28.52,0.66,38.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,150,0.028084015,1.73,1.6,1.18,3204.67,3500.41,1092600,0,89674,21779,23538,85,2.652379184,25
31.54,29.54,20.29,24.32,28.45,0,28.45,0.25,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,85,0.028199429,2.46,1.6,1.18,3191.554,3493.37,1086816,0,90886,17081,31680,85,2.663279393,25
31.83,30.19,20.7,24.83,29.14,29.74,29.14,0.2,60.24,56.78,0.29,50.62,0.13,98.69,138.6,86.89,73.69,1.35,0.12,86.89,36.58,53.83,22.2,33.01,0.63,89.32,79.21,90,150,0.028190031,2.28,1.6,1.18,3192.618,3475.08,1089648,0,102678,20170,32403,85,2.662391805,30
30.91,29.06,20.29,29.37,27.74,32.24,27.74,3.24,59.95,128.7,0.31,162.44,0.13,390.18,139.66,332.33,280.01,3.51,2.05,332.33,95.49,147.98,0,33.35,0.63,89.12,79.54,90,50,0.028255913,2.87,1.6,1.18,3185.174,3487.02,1095072,0,103061,16778,32827,85,2.668614022,28
31.37,29.02,19.66,23.66,28.08,33.37,28.08,1.81,64.37,144.11,0.3,178.57,0.16,409.32,143,337.13,321.94,3.14,2.41,337.13,94.98,166.22,22.82,33.49,0.63,89.12,79.53,90,85,0.028365137,1.91,1.5,1.18,3172.909,3457.87,1055712,0,105153,18654,137795,85,2.678929651,25
33.6,28.7,20.2,23.4,27.8,33.8,27.8,2.86,64.74,145.42,0.3,180.48,0.16,412.47,142.89,336.37,317.51,2.49,2.41,336.37,94.21,168.45,27.51,34.22,0.63,89.27,79.63,90,0,0.028037505,1.98,1.4,1.18,3209.986,3522.79,1056312,0,111788,6317,240397,85,2.647986627,25
31.33,29.03,20.5,24.2,28.07,33.8,28.07,3.08,65.1,146.6,0.31,181.4,0.16,404.4,146.7,339.28,322.6,2.49,2.39,339.28,94.38,170.1,27.42,35.39,0.63,89.2,79.5,0,0,0,1.96,1.4,1.18,3203.961,3503.14,1058544,0,111433,6588,255188,85,2.652966125,26
31.12,29.2,2.45,24.45,29.42,32.92,29.42,3.5,64.62,147.23,0.31,182.72,0.15,407.14,144.66,338.64,316.01,2.54,2.37,338.64,94.1,170.99,28.4,35.22,0.68,89.06,79.55,90,520,0.027988051,2.14,2,1.18,3215.658,3496.3,1057464,0,110528,12176,250259,75,2.332337581,28
30.8,28.81,21.9,23.8,28.6,32.9,28.6,3.12,64.67,143.98,0.31,179.37,0.15,404.17,144.3,331.54,315.92,0.62,2.39,331.54,94.3,167.15,28.13,34.69,0.58,88.65,78.98,90,160,0.02810889,2.05,1.6,1.18,3201.834,3511.48,1032408,0,105596,12326,240471,77,2.404871708,28
30.66,28.41,20.2,23.13,27.31,32.26,27.31,3.12,64.93,143.63,0.3,179.03,0.16,401.98,142.15,330.19,320.15,2.7,2.39,330.19,94.61,167.23,28.13,34.12,0.9,88.13,79.7,90,110,0.031107295,1.92,1.6,1.18,2893.212,3176.71,1043088,0,110626,12054,217879,240,8.295278742,25
30.75,28.43,20.33,22.91,29.51,32.33,29.51,3.3,64.97,145.6,0.3,181.02,0.15,404.96,143.08,331.96,323.47,2.71,2.39,331.96,94.58,168.02,28.93,34.22,0.89,89.93,80.7,90,50,0.02971313,2.38,1.6,1.18,3028.964,3309.15,993000,0,104256,18592,206250,240,7.923501237,25
30.81,28.81,20.87,23.89,29.41,32.38,29.41,3.12,65.22,146.27,0.3,181.82,0.15,405.28,144.79,333.28,326.32,2.95,2.37,333.28,94.1,170.23,27.07,35.84,0.71,89.4,79.94,78.38709677,74.67741935,0,2.270322581,1.548387097,1.18,0,0,1074926.571,0,91298.41379,16760.48276,53236.78571,78.57142857,2.514775047,22.92857143
31.1,29.2,21.75,24.56,28.75,33.78,28.75,3.3,65.44,147.34,0.3,183.2,0.15,409.24,144.2,338.85,323.98,3.02,2.33,338.85,94.73,171.71,26.89,36.08,0.79,88.85,79.01,2430,2315,0.781521708,70.38,48,36.58,96612.622,105741.84,33166440,0,2862536,516700,2155230,2757,89.03735301,720
31.5,29.6,20.2,23.6,28.62,32.8,28.62,3.45,65.47,148.47,0.3,181.02,0.15,406.31,144.75,336.37,315.06,3.04,2.37,336.37,94.09,169.93,27.87,34.83,0.79,88.53,78.56,60,15,0.020699431,2.398333333,1.633333333,1.18,2958.3565,3240.606667,1060284,0,83704.16667,19526,7380.333333,70,2.380217042,19.83333333
31.5,39.6,20.5,23.6,28.65,32.9,28.65,2.99,65.14,146.3,0.3,182.4,0.15,412.6,144.25,337.6,319.2,3.08,2.37,337.6,94.29,170.81,28.22,35.73,0.75,88.84,78.72,77.14285714,73.57142857,0.024776315,2.27,1.4,1.18,3124.265143,3417.655714,1083826.286,0,77970,16216.85714,40186.42857,74.28571429,2.377882993,18.57142857
31.29,29.1,20.45,23.87,28.53,32.45,28.53,3.26,64.88,144.51,0.3,180,0.15,415.38,143.41,343.48,320.42,1.59,2.37,343.48,94.63,168.53,28.04,34.83,0.75,89.18,78.75,90,50,0.028263074,2.345714286,1.557142857,1.18,3184.583857,3491.612857,1079612.571,0,95548.85714,17644.42857,22993.71429,84.28571429,2.646904819,25.85714286
31.77,30.21,19.86,24.13,29.01,33.22,29.01,2.87,62.83,0,0,0,0,0,0,0,0,0,2.28,326.21,0,0,24.48,0,0,89.18,0,77.14285714,74.28571429,0.024161719,2.17,1.528571429,1.18,3194.410286,3491.382857,1076386.286,0,102096.1429,15338.14286,107689.7143,85,2.660935258,26.28571429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.38709677,73.22580645,2.606035565,2.126666667,1.608333333,1.179333333,3009.692516,3267.22871,1005920.516,334.3826574,7577.806452,103.7096774,177860.7097,0,0,0
32.29,31.08,20.95,24.27,29.9,33.96,29.9,3.37,64.71,149.69,0.31,182.26,0.16,400.82,148.04,355.04,334.12,1.88,2.42,355.04,94.12,168.9,27.45,38.23,0.62,89.26,79.4,80.35714286,78.53571429,2.708344931,1.82,1.55,1.179285714,2974.013036,3217.410357,995503.7143,334.8714189,0,8780.857143,199328.25,0,0,0
32.23,30.53,20.46,24.05,29.2,33.53,29.2,3.27,64.84,149.31,0.31,183.02,0.16,387.96,147.98,338.44,326.17,2.24,2.42,338.44,93.95,169.75,28.7,36.59,0.68,89.45,79.65,69.67741935,87.41935484,2.296213801,1.779642857,1.370967742,1.18,3044.594677,3295.500968,992423.7419,325.7337882,0,9192.133333,207498.7419,0,0,0
31.77,30.03,20.31,24.76,28.91,32.86,28.91,1.91,56.08,119.69,0.28,145.4,0.14,311.95,144.82,269.73,238.08,2.08,1.71,269.73,79.84,124.52,13.47,36.41,0.63,89.15,79.49,75,74.16666667,2.336607753,1.412608696,1.763103448,1.18,3209.415233,3475.711,1062003.2,330.908839,0,0,151212.6333,0,0,0
31.24,31.26,20.75,23.9,28.79,32.86,28.79,3.22,65.23,146.58,0.3,181.69,0.15,409.76,144.28,337.92,321,2.74,2.36,337.92,94.37,170.24,27.62,35.46,0.76,88.96,79,78.38709677,78.22580645,2.552246272,1.46137931,1.461666667,1.18,3048.006968,3329.046129,1043140.194,341.1440201,0,0,16974.45161,0,0,0
31.37,29.33,21.01,24.21,28.62,32.84,28.62,3.39,62.77,142.52,0.29,177.78,0.15,405.45,143.45,331.24,305.9,1.63,2.23,331.24,93.77,166.34,27.58,34.42,0.78,88.85,78.12,64.28571429,85.5,0,1.797692308,1.377777778,1.18,2814.335133,3140.539667,954938.4,337.7334283,0,0,80298.4,0,0,0
30.87,28.12,20.16,23.87,28.22,32.89,28.22,3.39,64.85,146.29,0.3,182.33,0.15,413.22,145.28,328.41,320.23,1.69,2.45,328.41,94.7,170.7,28.3,34.27,0.98,88.91,77.01,87.38709677,63,2.814952833,1.558965517,1.588709677,1.18,3111.814452,3474.186129,1072364.129,344.6585997,0,0,76627.25806,0,0,0
31.37,29.12,20,23.7,28.54,32.52,28.54,3.29,65.11,146.43,0.3,182.56,0.15,413.65,145.08,331.73,322.61,1.82,2.44,331.73,94.22,171.07,27.69,35.51,1.04,88.6,76.06,82.25806452,77.58064516,2.665967828,1.626451613,1.609677419,1.179677419,3078.710355,3463.270645,1040583.484,338.2207303,0,0,95052.93548,0,0,0
31.91,21.28,21.18,23.31,28.27,32.56,28.27,3.33,64.96,145.28,0.3,181.46,0.15,409.64,141.25,336.42,319.4,1.96,2.41,336.42,93.92,171.64,27.51,36.32,0.88,89.03,76.73,85.33333333,70.16666667,2.95556775,1.308928571,1.465517241,1.18,2908.677167,3275.547667,1021058.5,351.5997384,0,0,106766.8,0,0,0
31.79,29.54,20.45,24,28.33,33.04,28.33,3.46,65.13,146.52,0.3,183.23,0.15,413.12,143.12,335.39,327.43,1.99,2.41,335.39,93.97,171.69,27.95,35.87,0.78,89.63,76.5,73.5483871,66.4516129,0.024799011,1.081,1.370666667,1.1795,2988.525733,3331.441,1000232.8,334.4453283,0,0,41319.73333,0,0,0
31.58,29.54,20.29,24.16,28.54,33.31,28.54,3.39,64.98,145.8,0.3,182.71,0.15,411.37,144.45,335.36,353.58,2.22,2.42,335.36,94.24,171.25,27.15,35.48,0.74,89.85,76.68,75,94.66666667,0.026009756,1.261724138,1.593333333,1.178,2887.044967,3206.123,973169.8667,337.6614213,73.9,0,23836.51724,0,0,0
31.91,30.34,20.79,24.58,28.97,33.33,28.97,3.42,65.06,145.2,0.29,182.7,0.15,410.16,144.7,333.7,354.2,2.28,2.38,333.7,94,170.7,26.89,36.87,0.64,89.95,76.06,75.48387097,70.22580645,0.024633182,2.137,1.538709677,1.178387097,3074.922733,3409.618,988179.2,320.7997222,0,0,27410.03333,0,0,0
31.37,29.56,20.37,24.33,28.75,33,28.75,3.46,65.03,114.81,0.29,182.39,0.15,403.59,145.16,331.61,354.63,2.37,2.37,331.61,94.27,170.78,26.71,36.88,0.75,89.77,75.43,75.48387097,57.58064516,0.02386392,2.85,1.667741935,1.176129032,3134.8573,3488.174333,1083307.2,345.6918868,0,0,45112.26667,0,0,0
30.91,29.12,20.2,24.08,28.03,32.37,28.03,3.39,64.36,142.1,0.29,180.28,0.15,406.38,141.75,352.03,356.9,2.85,2.39,352.03,94.14,167.73,26.8,35.19,0.54,89.65,74.93,70.71428571,84.10714286,0,2.573461538,1.857142857,1.176428571,0,3263.436786,1048128,0,0,0,26706.14286,0,0,0
31.33,29.25,20.41,24.29,28.25,32.5,28.25,3.5,65.02,143.7,0.29,181.94,0.15,407.57,146.12,353.06,352.33,2.92,2.39,353.06,94.37,170,25.48,35.3,0.78,89.25,76.1,76.66666667,54.62962963,0,2.292222222,1.525925926,1.18,0,0,1075573.333,0,90056.66667,17094.51852,0,0,0,0
31.7,29.25,20.25,24.12,28.53,32.25,32.25,3.56,65.21,142.69,0.28,181.05,0.15,406.57,145.87,349.95,348.48,3.06,2.38,349.95,94.5,168.65,25.48,34.91,0.89,89.12,78.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.41,28.87,20.58,24.66,28.07,32.21,28.07,3.51,65.05,140.22,0.28,178.54,0.15,404.87,143.5,343.56,342.06,3.08,2.42,343.56,94.61,166.02,24.42,33.75,0.81,88.81,77.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.91,28.95,21.79,24.58,27.93,31.73,27.93,1.23,43.39,109.2,0.2,138.68,0.11,249,147.15,321.71,209.58,1.35,1.46,321.71,75.74,132.21,9.73,31.87,0.81,88.59,77.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.32,28.85,20.5,24.37,28.2,0,28.2,0.02,72.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.16,28.87,20.29,24.16,27.91,0,27.91,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.54,29.81,20.83,24.16,28.07,31.75,28.07,2.97,64.52,136.53,0.26,182.11,0.15,401.36,145.62,349.2,303.31,2.23,2.39,349.2,94.93,165.63,24.77,34.61,0.63,87.78,78.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.29,29,20.75,24.37,27.91,32.11,27.91,3.67,68.56,139.17,0.25,181.97,0.17,402,145.62,337.04,291.8,2.83,2.38,337.04,94.22,166.26,22.12,33.55,0.61,87.94,75.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.62,29.37,21.87,25.33,28.29,32.95,28.29,3.79,71.45,138.16,0.24,181.45,0.17,392.36,147.65,329.46,196.83,2.91,2.32,329.46,93.25,166.09,20.7,35.17,0.69,87.77,74.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.29,29.37,20,24,27.81,33.25,27.81,3.37,56.09,138.37,0.26,177.28,0.17,403.64,146.65,336.2,52,2.11,2.28,336.2,93.99,164.49,26,37.58,0.64,88.02,75.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.3,29.38,20.1,24.1,27.91,33.26,27.91,3.41,55.49,139.26,0.27,178.63,0.18,412.7,145.5,338.4,0,2.1,2.42,338.4,94.17,163.22,26.62,37.22,0.86,88.58,77.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,30.2,20.2,23.9,28.42,33.4,28.42,3.6,54.82,136.94,0.25,176.09,0.17,409.92,136.92,333.8,0,2.1,2.39,333.8,93.99,163.63,27.15,36.81,0.97,88.48,78.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.79,29.95,21.41,25.16,29.07,32.73,29.07,3.6,55.01,136.21,0.27,173.94,0.18,410.25,145.31,338.28,0,2.68,2.39,338.28,94.05,165.66,27.15,42.11,0.95,88.18,78.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.12,28.87,20,24.2,28.34,32.04,28.34,3.57,54.83,138.63,0.27,178.43,0.18,407.97,144.29,341.16,148.73,2.84,2.4,341.16,94.41,166.43,26.36,40.83,0.91,88.13,78.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.33,29.2,20.04,34.2,27.97,32.83,27.97,3.64,54.94,133.98,0.26,176.91,0.18,404.8,146.45,337.63,423.95,3.01,2.41,337.63,94.6,165.12,26.71,41.5,0.76,88.63,78.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.79,29.79,20.45,24.54,28.6,33.62,28.6,3.58,54.5,138.9,0.26,178.2,0.18,398.2,147.12,336.4,320.1,3.24,2.45,336.4,94.8,166.4,26.63,44,0.55,88.45,78.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.95,30.13,21.52,27.21,27.44,33.8,27.44,3.76,57.53,122.62,0.25,157.5,0.12,391.12,148.52,305.99,355.56,1.15,1.93,305.99,88.87,146.26,21.57,34.87,0.49,88.34,75.22,79.21351767,71.38172043,1.219399183,1.689152834,1.547765136,1.178813364,3026.364672,3378.337253,1025556.454,339.011061,10.55714286,0,59446.5063,0,0,0
31.85,30.12,21.55,27.23,27.97,32.8,27.97,3.83,64.62,152.6,0.27,185.9,0.14,407.5,148,329.4,375,1.1,2.42,329.4,94.7,171.8,4.4,36.56,0,0,0,73.69047619,69.36838624,0,2.43284188,1.691534392,1.178214286,0,1631.718393,1061850.667,0,45028.33333,8547.259259,26706.14286,0,0,0
31.44,29.04,20.54,24.75,28.3,32.76,28.45,3.1,62.13,0,0,0,0,0,0,0,0,0,2.33,337.47,0,0,25.31,0,0,88.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0.030924966,0,1.6,1.18,2910.27,3181.72,1039416,357.1544908,98453,10555,223123,80,2.748885842,27
31.54,28.18,20.55,23.98,28.5,32.93,28.5,3.38,64.69,145.43,0.3,181.82,0.15,410.94,143.9,333.18,329.05,1.94,2.39,333.18,94.12,170.48,27.58,35.53,0.83,89.26,76.74,90,0,0.029393207,2.26,1.4,1.18,3061.932,3334.54,998064,325.9589044,104765,14569,220159,80,2.612729479,26
31.51,29.51,20.39,24.22,28.49,32.83,29.02,3.45,64.97,140.12,0.29,182.04,0.15,408.39,144.45,341.59,349.65,2.53,2.39,341.59,94.21,170.11,26.64,35.79,0.73,89.6,76.25,90,0,0.028684025,2.18,1.4,1.18,3137.635,3399.48,1034904,329.8356883,104425,20296,229875,80,2.549691089,26
31.32,29.1,20.94,24.52,28.05,32.15,28.05,2.17,65.67,132.66,0.25,172.55,0.15,369.92,145.91,336.19,268.72,2.48,2.19,336.19,90.55,159.24,20.35,33.79,0.71,88.18,76.78,90,0,0.028112007,2.09,1.4,1.18,3201.479,3492.04,1061952,331.7066893,109666,15894,237428,80,2.498845065,26
31.46,29.54,20.31,25.73,28.3,33.02,28.3,3.54,55.1,137.47,0.26,177.07,0.18,406.78,144.61,337.41,236.2,2.58,2.39,337.41,94.29,164.99,26.66,40.01,0.81,88.35,77.75,90,0,0.028230777,2.34,1.6,1.18,3188.01,3489.35,1055928,331.2185344,86975,10991,235856,80,2.509402417,25
31.5,29.81,20.82,24.15,29.8,32.5,29.8,3.52,64.42,152.61,0.27,183.9,0.14,407.57,147.91,329.44,517,1.01,2.42,329.44,94.7,171.82,27.77,36.54,0.58,88.31,75.78,90,0,0.028706394,1.81,1.8,1.18,3135.19,3395.26,1074912,342.8538621,78981,11068,229686,80,2.551679484,26
31.78,29.9,21.4,26.2,27.68,32.6,27.68,3.47,65.14,152.73,0.27,183.57,0.14,404.65,147.24,333.6,818,1.13,2.38,333.6,94.5,172.39,28.21,35.42,0.62,88.1,75.81,90,0,0.028174393,2.28,1.5,1.18,3194.39,3490.22,1076688,337.0559011,80099,10770,242218,80,2.50439051,28
31.68,29.56,22.08,26.31,27.87,32.87,27.87,3.29,65.02,152.37,0.27,181.84,0.14,405,147.62,330.89,914,1.17,2.38,330.89,94.92,171.92,28.04,36.1,0.75,88.19,76.46,90,0,0.028668072,2.27,1.5,1.18,3139.381,3444.42,1064448,339.0630191,82663,7729,238315,80,2.548273051,10
30.8,28.8,21.75,25.8,27.3,32.7,27.3,3.41,64.77,153.15,0.27,184.05,0.14,399.52,146.8,327.68,614,1.26,2.37,327.68,94.2,172.91,27.86,36.59,0.68,88.13,76.44,90,116,0.028664885,1.54,1.6,1.18,3139.73,3139.73,1056984,336.6480557,85159,13353,241320,80,2.547989795,29
31.29,29.13,21.75,25.9,28.13,33.44,28.13,3.27,65,151.45,0.27,182.49,0.14,403.56,144.15,337.84,83,1.47,2.35,337.84,94.55,171.41,27.77,35.49,0.91,88.06,77.14,90,30,0.028821978,1.87,1.8,1.18,3122.617,3388.66,1064184,340.7987595,78246,10535,238663,80,2.561953643,26
31.25,28.11,22.25,26.42,27.37,33.12,27.37,2.69,64.64,144.1,0.27,179.89,0.14,407.9,143.25,325.2,359.01,1.68,2.29,325.2,94.69,167.6,25.74,34.22,0.87,88.29,77.47,90,0,0.028677645,2,1.8,1.18,3138.333,3427.65,1059240,337.5167645,74566,14446,241816,85,2.70844426,28
31.58,29.15,22,27.25,27.19,31.5,27.19,34.45,64.1,150.84,0.27,182.06,0.14,403.77,144.06,340.35,363.17,1.86,2.3,340.35,94.32,170.87,27.6,33.68,0.63,88.92,77.85,0,0,0,1.29,1.6,1.18,3136.587,3426.19,1061496,338.4238983,81773,9913,240968,80,2.550542995,26
31.16,28.79,22.33,26.7,27.28,31.95,27.28,3.5,65.05,151.57,0.27,182.32,0.14,403.5,146.79,337.16,363.28,2,2.36,337.16,94.38,171.53,26.54,35.29,0.78,88.47,77.9,90,0,0.028541446,2,1.5,1.18,3153.309,3436.89,1060152,336.2030172,80533,10778,242549,80,2.537017463,26
31.29,30.5,22,25.58,26.24,30.7,26.24,3.29,64.41,141.46,0.27,174.73,0.17,403.49,139.33,322.74,374.96,2.28,2.37,322.74,94.44,159.99,26.8,33.29,0.79,88.42,78.17,90,100,0.028538261,2.21,1.4,1.18,3153.661,3470.71,1092240,346.3403327,79288,13900,243181,80,2.536734291,27
31.41,29.25,23.2,26.75,27.88,31.83,27.88,3.4,64.94,140.02,0.27,184.04,0.14,404.07,145.83,335.74,366.4,2.31,2.36,335.74,93.98,172.49,25.83,33,0.9,88.78,78.31,90,540,0.034497007,2.28,1.6,1.18,2608.922,2835.85,1067304,409.097704,77351,11446,226372,80,3.066400605,27
30.95,28.77,21.87,25.62,27.33,31.45,27.33,3.53,65.13,151.93,0.27,183.45,0.14,402.07,144.7,334.76,357.21,2.37,2.37,334.76,93.93,172.18,26.27,35.59,0.91,88.85,78.06,90,60,0.048276813,2.13,1.4,1.18,1864.249,2026.41,716544,384.3606729,78096,5821,123505,80,4.29127225,24
31.08,28.83,22.54,25.87,27.46,31.5,27.46,3.58,65.07,150.64,0.27,181.94,0.14,396.03,144.7,328.47,354.82,2.83,2.41,328.47,94.22,170.5,26.63,34.94,0.86,88.91,78.31,90,90,0.038440872,2.24,1.6,1.18,2341.258,2553.84,746136,318.6902084,83782,6692,138490,80,3.416966434,17
30.41,28.22,21.81,25.7,27.01,30.9,27.01,3.56,64.98,147.79,0.27,179.54,0.14,384.28,143.5,335.74,363.72,2.88,2.43,335.74,94.39,167,26.98,34.43,0.84,88.67,78.18,90,30,0.031858509,1.96,1.6,1.18,2824.991,3058.39,942072,333.4778766,92544,16751,196098,80,2.831867429,21
31.64,28.8,22.31,25.78,27,31.81,27,3.56,65.12,148.47,0.27,180.43,0.14,396.21,139.91,343.24,370.12,.2.5,2.44,343.24,94.36,168.05,26.62,33.71,1.12,86.21,78.52,90,60,0.030370018,1.8,1.5,1.18,2963.449,3229.4,1034784,349.182321,91844,19634,218536,80,2.699557171,25
31.5,28.75,21.37,25.33,27.25,31.41,27.25,3.79,65.08,149.92,0.27,180.92,0.14,392.67,140,330.8,367.63,2.25,2.43,330.8,94.44,169.46,26.8,34.88,1.17,88.76,78.97,0,120,0,1.5,1.8,1.18,3111.447,3413.48,1039992,334.2470561,91625,15414,227535,80,2.571150979,7
30.91,28.91,21.08,24.33,27.47,33.53,27.47,1.47,63.93,148.26,0.26,178.76,0.14,386.43,144.39,325.13,350.81,2.54,2.21,325.13,93.53,166.87,21.05,34.24,1.12,80.31,77.66,193,30,0,1.72,1.6,1.18,3144.969,3417.96,1096392,348.6177447,95275,16816,236843,80,2.543745264,30
31.79,29.25,21.83,25.25,28.21,33.79,28.21,3.07,64.92,151.36,0.27,181.78,0.14,405.52,146.16,350.78,342.59,2.68,2.42,350.78,94.15,169.08,26.35,37.29,1.26,87.9,77.78,90,140,0.029510035,2.53,1.5,1.18,3049.81,3327.77,1041408,341.4665176,100366,15586,228392,105,3.442837423,24
32.62,31.29,22.66,26.83,28.47,33.52,28.47,3.65,64.6,150.33,0.27,180.69,0.14,400.8,144.41,357.3,341.8,3.06,2.4,357.3,94.15,167.62,27.16,37.09,1.25,87.76,77.44,90,0,0.028254547,2.5,2,1.18,3185.328,3458.25,1099368,345.1349437,99340,16717,222866,105,3.296363828,24
31.37,29.45,23,26.3,26.12,31.45,26.12,3.73,59.1,133.1,0.25,163.2,0.13,370.2,144.21,315.8,312.2,3.06,1.88,315.8,82.6,150.2,18.48,32.04,1.27,88.46,77.87,90,165,0.028963885,2.92,1.4,1.18,3107.318,3370.48,1085016,349.1808692,95663,6775,227082,105,3.379119871,24
31.5,29.2,23.55,25.66,26.8,32.8,26.8,2.92,64.7,148.8,0.27,180.3,0.14,412.8,143.75,332.5,349.7,1.88,2.41,332.5,94.4,166.4,27.16,34.3,1.54,88.66,78.52,90,60,0.028245183,2.6,1.8,1.18,3186.384,3465.47,1079856,338.8970068,98722,12972,219621,105,3.29527138,24
33.5,33.8,23.55,26.75,28.75,33.9,28.75,3.48,65.5,151.6,0.27,182.02,0.14,401.8,146.75,343.9,344.5,1.79,2.43,343.9,94.5,169.6,27.68,36.4,1.41,88.48,78.36,90,150,0.028771597,2.05,1.6,1.18,3128.085,3396.32,1066608,340.9779466,83221,9296,213821,105,3.356686279,25
32.76,31.83,22.32,25.58,27.93,33.26,27.93,3.46,65.23,152.14,0.27,182.82,0.14,397.33,147.33,352.32,339.55,1.77,2.42,352.32,94.32,170.25,28.13,35.21,1.36,88.66,79.36,90,60,0.028320242,2.19,2.4,1.18,3177.939,3447.59,1097520,345.3559052,94541,15434,225664,105,3.304028177,25
