LOWER COND TEMP AT INELT',LOWER COND TEMP AT OUTLET,UPPER COND TEMPE AT INELT,UPPER COND TEMPE AT OUTLET,BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  OUTLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,BENZOL WASHER RESISTANCE,RICH OIL FLOW(M3/hr),RICH OIL INLET TEMP TO PIPEHEATER,RICH OIL PRESSURE AT PIPEHEATER INLET,RICH OIL OUTLET TEMP FROM  PIPEHEATER,RICH OIL PRESSURE AT PIPEHEATER OUTLET,PIPEHEATER MIDDLE TEMP,STEAM INLET TEMP TO PIPEHEATER,STEAM OUTLET TEMP FROM PIPEHEATER,COG FLOW TO PIPEHEATER,COG PRESSURE TO PIPEHEATER,STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,CRUDE BENZENE AT <75 C, BENZOL (BTX),Benzene ,Production ,Dispatch,yield  (Dry basis),QI,Moisture,Density ,Dry basis,wet basis ,Actual ,Dry basis,Consumer(from FMD),Flare(Flow meter),Tot Gas to Battry,SAP production,0,SAP production
0,0,0,0,0,32.04,0,3.48,62.1,148.66,0.31,179.95,0.16,413.15,141.16,342.74,333.56,2.74,2.4,342.74,94.4,168.47,26.78,31.41,0.65,88.89,76.17,90,0,3.326618492,2.34,1.4,1.18,2705.45,3042.29,922728,341.0626698,0,0,45318,70,2.587369938,20
0,0,0,0,0,32.34,0,3.41,62.12,150.26,0.31,180.92,0.15,407.07,148.96,344.88,233.92,2.74,2.38,344.88,94.12,169.07,27.66,31.72,0.56,88.6,76.09,90,0,3.072867942,2.37,1.4,1.18,2928.86,3292,1026672,350.5363862,0,0,48981,75,2.560723285,26
0,0,0,0,0,31.78,0,2.95,57.67,139.87,0.29,175.61,0.15,381.32,148.82,320.13,327.34,2.36,2.16,320.13,87.03,158.72,24.14,30.24,0.68,88.6,76.1,90,60,3.096614368,2.7,2.6,1.18,2906.4,3275.73,1030536,354.5747316,0,0,53634,80,2.752546105,26
0,0,0,0,27.16,31.08,0,3.39,61.47,142.59,0.31,178.55,0.15,415.27,148.16,353.58,343.15,1.75,2.28,353.58,93.8,165.69,27.77,34.95,0.47,88.66,76.81,90,0,3.003213438,1.88,1.8,1.18,2996.79,3410.75,1063944,355.0278798,0,0,55755,80,2.669523056,27
29.12,27,21.72,25.16,26.41,29.58,0,3.12,61.9,145.29,0.31,179.91,0.15,411.63,148.1,353.73,338.66,1.78,2.34,353.73,94.12,167.23,28.21,34.59,0.53,89.03,77.2,90,60,2.903066606,1.9,1.4,1.18,3100.17,3506.12,1064448,343.3514936,0,0,59859,80,2.58050365,27
29.22,27,21.64,25.23,25.42,30.08,0,3.39,61.8,146.22,0.31,179.37,0.15,412.36,145.3,351.66,336.44,1.78,2.35,351.66,94.96,167.72,28.04,34.4,0.59,89.11,76.71,90,20,2.853664105,1.82,1.6,1.18,3153.84,3552.15,1054176,334.251579,0,0,54044,80,2.536590315,28
29.41,28.66,20.7,24.95,26.92,31.12,0,2.98,62.22,145.97,0.31,180.95,0.15,412.59,146.08,353.48,336.68,1.8,2.33,353.48,94.25,168.48,28.04,35.21,63,89.12,76.62,90,0,2.8581364,1.87,1.4,1.17,3148.905,3546.2,1079496,342.8163123,0,0,50554,80,2.540565689,27
30.6,28.8,25.45,25.2,26.32,36.82,0,2.95,61.51,147.67,0.32,181.27,0.13,409.32,145.38,346.94,335.81,1.74,2.36,346.94,93.95,168.56,27.51,33.12,0.56,88.77,76.38,90,45,2.823695954,1.36,1.6,1.18,3187.312,3597.84,1085904,340.6958591,0,0,51242,85,2.666823957,27
29.47,27.32,26.17,25.38,26.54,33.47,0,2.38,61.5,148.05,0.3,181.67,0.16,405.5,146.75,343.26,319.47,1.71,2.34,343.26,93.92,168.6,27.18,31.76,0.53,88.94,76.25,90,805,2.839054027,1.21,1.5,1.18,3170.07,3548.24,1085184,342.3217784,0,0,56904,80,2.52360358,27
28.5,26.75,25.66,25,25.7,30.62,0,2.6,62.3,149.17,0.3,182.55,0.16,406.13,146.23,343.23,327.48,1.71,2.36,343.23,93.69,167.85,27.86,31.29,0.57,88.48,76.83,90,25,3.059466857,1.3,3.2,1.18,2941.689,3302.19,1016304,345.4831561,0,0,182230,80,2.719526095,26
28.25,27.83,25.29,25.08,25.95,32.91,0,2.4,61.37,149.21,0.3,181.76,0.16,406.2,148.33,342.29,333.31,1.71,2.36,342.29,93.74,167.72,24.51,31.26,0.5,88.86,76.86,90,60,2.889142634,1.34,2,1.18,3115.111,3476.83,916320,294.1532421,0,0,216459,80,2.568126786,24
29.04,27.04,26.08,25.62,26.37,34.2,0,2.21,62.31,149.49,0.31,182.43,0.16,405.43,148.2,342.83,319.34,2.02,2.37,342.83,93.54,169.69,26.54,32.01,0.45,89.14,77.04,120,0,3.815978264,1.45,1.4,1.18,3144.672,3538.07,940776,299.165064,0,0,263877,80,2.543985509,25
28.58,27.25,26.25,25.66,26.44,33.33,0,2.24,62.39,148.65,0.3,181.98,0.16,402.58,148.04,341.78,318.04,2.14,2.37,341.78,93.92,169.1,25.48,31.81,0.44,89.21,77.36,60,55,1.910560912,1.54,2.8,1.18,3140.439,3561.63,973656,310.0381826,0,0,268854,80,2.547414549,25
28.5,27.3,25.31,25.07,26.9,31.9,0,2.15,62.39,149.42,0.31,179.32,0.16,406.39,148.29,342.62,327,2.18,2.38,342.62,94.31,163.42,26.8,31.8,0.6,89.54,77.99,60,55,1.881829866,1.33,1.6,1.18,3188.386,3593.06,1062288,333.1742142,0,0,263385,80,2.509106488,26
30.02,27.98,26.14,25.99,26.49,31.75,0,2.58,62.02,147.39,0.3,180.98,0.16,402.41,147.12,347.25,305,2.48,2.35,347.25,94.09,170.39,27.07,31.91,0.54,89.8,78.07,60,60,1.874673104,1.48,1.4,1.18,3200.558,3606.29,1021608,319.1968401,0,0,141669,70,2.187118621,26
29.45,27.17,26.09,25.7,26.63,31.72,0,2.69,62.36,148.24,0.3,181.63,0.16,408.2,144.6,345.8,302,2.39,2.28,345.8,94,168.31,26.54,31.32,0.53,89.39,77.57,60,20,1.866530617,1.23,1.4,1.18,3214.52,3588.06,1043904,324.7464629,0,0,80742,70,2.177619054,25
29.7,27.5,26.32,26,26.62,31.57,0,2.83,61.98,147.92,0.3,180.43,0.16,406.81,148.23,317.69,309,2.18,2.34,317.69,94.32,167.36,26.54,30.93,0.46,88.87,77.66,120,80,3.729738197,1.28,1.5,1.18,3217.384,3599.76,1080264,335.758492,0,0,83830,70,2.175680615,26
28.54,26.9,26.42,26.07,26.25,31.7,0,2.24,62.01,143.9,0.3,128.6,0.15,405.95,143.2,348,322,2.92,2.36,348,94.46,163.21,26.18,30.85,0.47,88.9,78.24,120,55,3.725592711,1.36,1.4,1.18,3220.964,3609.75,1068840,331.8385427,0,0,67505,80,2.483728474,27
29.6,26.16,25.87,25.87,26.11,31.7,0,2.21,62.18,147.95,0.3,180.92,0.16,402.08,148.1,353.71,309.18,2.55,2.39,353.71,94.31,168.18,26.63,30.79,0.58,89.22,78.75,60,55,1.8636249,1.23,1.4,1.18,3219.532,3605.19,1071864,332.9254065,0,0,86608,85,2.640135274,27
29.5,25.45,25.45,25.45,25.84,31.04,0,2.95,62.16,148.67,0.3,181.51,0.16,400.88,149.75,349.88,305.8,2.56,2.38,349.88,94.22,169,28.3,31.95,0.51,89.24,78.54,60,25,1.868820046,1.22,1.2,1.18,3210.582,3605.87,1085688,338.1592496,0,0,57542,85,2.647495065,27
29.1,27.4,24.9,25,25.54,31.1,0,2.92,62.12,148.24,0.3,181.42,0.16,399.69,148.9,348.84,307.33,2.58,2.37,348.84,94.14,168.62,27.6,31.47,0.55,89.15,77.45,60,80,1.879101138,1.15,1.4,1.18,3193.016,3407.17,1078128,337.6519253,0,0,57275,85,2.662059946,27
29.16,27.41,25.25,25.25,25.56,30.57,0,2.98,62.09,148.8,0.3,182.32,0.16,410.12,148.5,349.38,309,2.6,2.37,349.38,93.89,169.96,27.69,31.34,0.57,89.41,77.8,60,85,1.8830985,1.63,1.2,1.18,3186.238,3614.55,1095144,343.7106707,0,0,62465,85,2.667722876,28
30.08,27.83,24.5,25.37,26.62,28.18,0,3.06,62.04,148.55,0.3,181.39,0.16,401.27,149.12,346.76,307.69,2.59,3.36,346.76,93.91,169.75,27.96,32,0.53,89.66,77.99,120,115,3.888625867,1.54,1.5,1.18,3085.923,3498.32,1097376,355.6070582,0,0,70398,85,2.754443322,28
30.09,28.08,24.61,25.44,25.67,19.61,0,3.48,62.31,148.21,0.3,182.29,0.16,399.04,149.64,348.11,308.23,2.6,2.37,348.11,94.05,169.17,28.12,31.94,0.53,89.46,77.32,60,0,1.878034199,1.46,1.4,1.18,3194.83,3615.41,1090008,341.1787169,0,0,74790,85,2.660548449,28
29.72,28.41,24.79,25.1,25.59,28.38,0,2.95,62.02,148.65,0.3,181.49,0.16,405.34,148.42,341.32,301.17,1.59,2.37,341.32,94,169.03,27.77,30.19,0.48,89.39,78.74,82.25806452,77.58064516,2.665967828,1.626451613,1.609677419,1.179677419,3078.710355,3463.270645,1040583.484,338.2207303,0,0,95052.93548,79.35483871,2.581438384,26.06451613
29.87,29.97,24.67,25.09,25.64,29.83,0,3.52,62.3,149.4,0.3,182.02,0.16,402.5,149.69,342.1,301,1.97,2.38,342.1,94.07,170.2,28.3,31.83,0.57,89.45,77.57,2550,2405,82.64500266,50.42,49.9,36.57,95440.021,107361.39,32258088,10484.84264,0,0,2946641,2460,80.0245899,808
29.37,28.69,24.57,25.1,25.43,30.34,0,3.55,62.16,148.01,0.3,181.08,0.16,401.56,148,348.13,305.23,1.56,2.36,348.13,93.36,168.18,27.7,31.78,0.5,89.41,78.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.92,28.69,24.26,25.32,25.41,29.78,0,3.6,62.07,148.39,0.3,181.37,0.16,402.71,148.79,345.24,305.89,1.55,2.37,345.24,93.71,168.88,28.03,31.64,0.52,89.33,78.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.99,27.54,24,23.9,24.33,33.15,0,3.02,62.12,148.75,0.3,181.56,0.16,400.42,149.66,346.97,306.42,1.56,2.37,346.97,94.42,169.14,26.8,31.72,0.65,89.26,77.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.69,27.45,24.91,25.62,25.3,28.87,0,3.75,62.08,147.36,0.3,180.28,0.16,395.89,148.36,345.99,305.42,1.57,2.39,345.99,94.25,167.5,26.72,30.94,0.61,89.13,78.29,82.5,61.875,2.589579445,1.35875,1.375,1.18,3191.058625,3569.5025,1083414,339.6037578,0,0,70051.625,82.5,2.586476753,27.25
26.91,26.77,25.27,25.31,25.66,29.47,0,2.38,62.13,147.71,0.3,180.94,0.16,395.42,149.2,340.87,306.22,1.56,2.39,340.87,94.42,167.75,26.44,30.79,0.61,88.83,78.37,120,260,3.816405455,1.56,1.4,1.18,3144.32,3556.11,1091472,347.1249746,0,0,71880,80,2.544270303,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,240,1.906917024,1.36,1.5,1.18,3146.44,3561.24,1103808,350.811711,0,0,74379,80,2.542556032,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,75,1.903504987,1.44,1.4,1.18,3152.08,3546.36,1093032,346.7653105,0,0,72924,80,2.53800665,26
29.27,27.57,24.9,25.33,26.03,30.85,0,0,62.05,147.78,0.3,179.29,0.16,404.77,147.79,345.77,316.14,2.04,2.39,345.77,94.07,168.17,27.23,31.99,2.77,89.17,77.58,60,60,1.906280878,1.32,1.4,1.18,3147.49,3533.17,1094184,347.637006,0,0,74704,80,2.541707837,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1.895866379,1.13,1.6,1.18,3164.78,3536.96,1097496,346.7842946,0,0,74096,80,2.527821839,27
29.39,27.59,23.8,25.15,26.35,31.82,0,2.97,61.81,146.42,0.31,180.61,0.15,410.4,-48.76,349.41,333.96,1.75,2.34,349.41,94.1,167.73,27.8,33.62,9.46,88.87,76.69,120,0,3.773228941,1.35,1.4,1.18,3180.3,3559.93,1091424,343.1827186,0,0,71082,80,2.51548596,27
29.08,27.44,25.93,25.59,26.49,32.48,0,2.44,62.12,148.62,0.3,181.22,0.16,405.43,147.54,340.04,316.24,2.16,2.35,340.04,93.99,168,26.21,31.58,0.5,89.26,77.51,60,0,1.930185201,1.07,1.5,1.18,3108.51,3493.13,1067952,343.5575243,0,0,218273,80,2.573580268,27
29.44,27.03,25.29,25.49,25.94,29.13,0,2.83,62.13,147.76,0.3,174.06,0.16,402.72,148.17,349.24,309.89,2.63,2.51,349.24,94.14,168.27,27.5,31.48,0.53,89.29,78.01,120,0,3.804451208,1.17,1.2,1.18,3154.2,3564.79,1072176,339.9201065,0,0,72902,80,2.536300805,27
29.21,28.22,24.64,25.06,25.34,29.97,0,3.25,62.13,148.32,0.3,181.25,0.16,400.55,148.87,344.37,304.48,1.62,2.38,344.37,94.03,168.67,27.39,31.27,0.56,89.26,78.13,60,60,1.910992346,1.34,1.2,1.18,3139.73,3546.85,1086696,346.1112898,0,0,68532,80,2.547989795,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,3.817267409,1.24,1.4,1.18,3143.61,3557.28,1075440,342.1035052,0,0,65420,80,2.544844939,27
26.81,24.9,29.81,28.54,25.58,31.27,0,3.39,48.41,101,0.16,127,0.14,301,150.31,251,235,2.13,1.49,251,65,118,14.86,24,0.48,90.42,0,60,0,2.027540762,1.2,0,1.18,2959.25,3340.48,1039752,351.3565937,0,0,59045,80,2.703387683,26
29.25,27.09,24.65,25.47,25.49,28.5,0,3.08,62.39,143.93,0.28,181.42,0.17,418.2,143.7,228.6,236,2.32,2.36,228.6,94.8,167.3,27.86,28.7,0.63,89.7,78.8,120,0,3.831454324,1.21,1.4,1.18,3131.97,3535.2,1075608,343.4285769,0,0,66498,80,2.554302883,26
29.92,27.58,25.89,25.31,25.62,28.59,0,3.74,62.22,143.29,0.29,180.57,0.16,414.13,147.52,336.11,328,1.98,2.37,336.11,94.91,168,28.31,29.16,0.49,89.11,78.68,120,0,4.659000023,0,1.2,1.18,2575.66,2901.15,1071936,416.1791541,0,0,67065,87,3.377775017,26
29.59,27.61,25.79,25.31,25.61,28.16,0,3.26,62.21,143.21,0.29,180.51,0.16,414.36,146.38,336.08,328.49,2.01,2.4,336.08,94.89,168.18,28.84,28.31,0.59,88.72,78.63,160,0,6.447793625,1.25,1.8,1.18,2481.469,2860.38,756216,304.745294,0,0,210237,87,3.505987784,24
29.79,26.79,24.57,24.08,25.2,27.87,0,3.14,61.86,145.81,0.29,179.61,0.16,415.19,146.33,336.68,333,2.12,2.37,336.68,94.5,165,28.3,30.08,0.55,89.1,79.02,90,0,3.547699809,1.18,1.8,1.18,2536.855,2858.6,876000,345.3094481,0,0,371795,87,3.429443149,20
29.95,26.91,25.54,25.83,26.05,28.29,0,2.19,61.97,147.44,0.29,180.95,0.16,416.85,147.54,338.99,334,2.24,2.38,338.99,94.64,167,28.04,30.97,0.56,89.19,78.28,90,165,3.461824728,1.37,1.6,1.18,2599.785,2942.33,887979,341.5586289,0,0,414354,87,3.34643057,22
30.16,27.4,23.75,25.75,25.6,28.54,0,3.21,62.39,146.94,0.3,180.07,0.17,418.34,149.54,339.96,333,2.25,2.38,339.96,94.75,167.74,27.34,30.69,0.59,89.57,78.66,90,465,3.313518493,0,2,1.18,2716.146,3094.81,931752,343.0419425,0,0,301517,87,3.203067876,20
29.74,26.27,24.1,25.41,26.1,29.3,0,3.39,61.83,142.87,0.26,174.95,0.15,402.39,146.7,339.2,304,1.9,1.86,339.2,93.97,166.59,18.31,29.46,0.47,88.99,78.5,90,145,3.194914264,1.25,2,1.18,2816.977,3191.23,998280,354.3798902,0,0,185476,87,3.088417122,23
29.62,26.66,24.12,25.16,25.29,27.85,0,2.98,61.68,146.51,0.29,180.53,0.16,403.23,147.04,347.58,322.95,1.3,2.37,347.58,94.03,166.83,27.16,30.12,0.61,89.95,79.25,90,0,3.115151578,1.08,1.6,1.18,2889.105,3259.08,1059480,366.7156438,0,0,55492,87,3.011313192,25
29.7,26.4,24.8,25.3,25.4,28,0,2.95,28.2,106.98,0.15,136.98,0.12,213,146,190.03,147.63,5.82,1.35,190.03,70.78,133.88,12.2,27.82,0.54,90.1,79.13,90,30,3.017699815,1.16,1.5,1.18,2982.404,3349.87,1052424,352.8777456,0,0,48780,87,2.917109821,26
30.55,28.55,24.66,26.49,25.55,26.44,0,2.98,7.5,75,0.09,98.3,0.05,276,150,178,60,8.42,0.52,178,36.05,155,0,23.9,0.53,88.58,78.55,90,135,3.122486832,1.52,1.4,1.18,2882.318,3268.35,899424,312.048844,0,0,108899,90,3.122486832,26
29.89,28.32,24.81,25.9,25.28,26.49,0,3.3,48.4,130.7,0.26,161.4,0.13,318.6,150.71,270.3,223,4.18,1.77,270.3,98.9,155,2.12,28.61,0.53,88.58,78.55,90,85,3.057108831,1.36,1.4,1.18,2943.958,3342.87,1055688,358.5947897,0,0,46063,90,3.057108831,24
29.64,27.86,24.69,25.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,1.36,1.4,1.18,2671.541,3044.39,1040688,389.5459587,0,0,52394,90,3.368842178,28
29.6,27.62,25.79,25.31,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,3.13905928,1.75,1.4,1.18,2867.101,3234.85,1013568,353.5166707,0,0,40521,90,3.13905928,27
29.79,26.79,24.57,24.08,26.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,3.043629413,1.08,1.2,1.18,2956.996,3364.11,1044576,353.2558042,0,0,47677,90,3.043629413,29
29.79,26.79,25.54,25.83,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,2.966348751,1.04,1.4,1.18,3034.033,3428.27,1060632,349.5782676,0,0,62476,90,2.966348751,29
29.25,27.09,24.55,25.47,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,2.921074514,1.75,1.4,1.18,3081.058,3487.08,1055952,342.7238306,0,0,145050,90,2.921074514,26
29.7,26.4,24.8,25.3,25.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,3.258822175,1.49,1.4,1.18,2761.734,3115.18,1025568,371.3493045,0,0,33866,80,2.896730822,27
29.95,26.91,25.54,25.83,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,3.876805461,1.14,1.2,1.18,2321.499,2623.38,921432,396.9125121,0,0,5231,72,3.101444368,24
29.59,27.61,25.79,25.31,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1.48,1.4,1.18,2568.996,2569,891120,346.8748102,0,0,16376,72,2.802651308,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33333333,70.16666667,2.95556775,1.308928571,1.465517241,1.18,2908.677167,3275.547667,1021058.5,351.5997384,0,0,106766.8,83.66666667,2.898972527,25.5
29.62,30.43,22,24.8,25.81,28.81,0,3.27,55.14,126.49,0.27,164.68,0.13,393.59,146.56,321.13,396,1.89,1.85,321.13,0,95.2,20.62,26.63,0.47,87.29,74.57,2560,2105,88.66703251,36.65,42.5,35.4,87260.315,98266.43,30631755,10547.99215,0,0,3203004,2510,86.96917582,765
30.16,29.42,24.32,25.92,26.64,29.74,0,3.12,62.1,147.76,0.29,181.18,0.14,390.59,149.69,341.76,413,2.16,2.37,341.76,94.42,94.6363,27.42,30.12,0.46,88.79,76.91,77.14285714,90.71428571,2.447484124,1.318571429,1.457142857,1.18,3149.131429,3540.985714,1091338.286,346.5519342,0,0,93905.42857,80,2.540489841,26.42857143
29.95,26.91,25.54,25.83,26.52,28.29,0,3.19,62.05,146.36,0.29,179.79,0.14,381.81,149.32,343.81,407,2.28,2.38,343.81,94.35,94.94,23.45,30.26,0.49,88.91,77.32,94.28571429,17.14285714,3.013588599,1.225714286,1.35,1.18,3116.795714,3513.951429,1072721.143,344.2371879,0,0,88821.71429,80,2.567984619,26.71428571
29.33,27.66,23.66,24.86,24.56,32.33,0,2.93,50,136.2,0.26,169.3,0.14,293.5,151,293.5,332,2.69,1.96,293.5,90.5,18.5,28.4,28.4,0.46,89.61,79.77,104.2857143,110.7142857,3.962843217,1.226,1.714285714,1.18,2659.428143,3015.368571,940234.7143,353.1328574,0,0,229419.4286,87,3.280347816,22.85714286
29.39,26.94,24.21,24.47,26.73,29.9,0,2.52,21,70.1,0.16,113,0.07,177.4,152.16,143.1,165,5.7,0.4,143.1,57.3,6.4,22.6,22.6,0.51,89.3,79.84,77.14285714,57.14285714,2.620904703,1.324285714,1.385714286,1.18,2905.478714,3290.387143,1023857.143,352.7740115,0,0,58115.71429,89.57142857,3.087797872,27
29.49,28.87,25.42,25.52,27.6,30.3,0,2.7,61.41,152,0.29,183,0.16,403.2,151.96,344,327,2.27,2.35,344,93.7,167,25.29,30,0.51,89.41,80.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.12,30.92,26.42,26.69,26.96,29.82,0,2.85,61.17,142,0.29,148,0.16,398.3,150.49,338,326,2.44,2.39,338,94,166,24.86,30.14,0.5,89.53,80.53,120,75,0.045465567,1.17,1.42,1.18,2639.36,3008.21,937368,355.1497333,0,0,19351,75,2.841597963,24
30.23,29.69,25.72,26.12,25.91,30.12,0,2.5,62.11,149.5,0.29,180.14,0.17,397,151.5,340.1,332,2.31,2.4,340.1,94,165,27.78,30.2,0.55,89.46,80.18,180,75,0.063346824,1.23,1.4,1.18,2841.5,3192.68,968328,340.7805736,0,0,19533,75,2.639450994,24
31.39,29.74,24,25.91,25.29,32.54,0,2.9,61.4,150,0.28,180.7,0.16,398,150,340,348.6,3.8,2.35,340,93.88,164.6,26.63,30.3,0.51,90.4,80.5,90,225,0.030280702,1.19,1.4,1.18,2972.19,3339.31,1034448,348.0423526,0,0,36217,75,2.523391842,25
31.1,28.5,22.7,25.6,25.58,30.8,0,2.93,61.9,148,0.3,181,0.16,393.6,149.8,337.3,335,2.35,2.4,337.3,94.1,166.2,28.22,30.58,0.59,89.9,81.1,90,0,0.029334498,1.22,1.5,1.18,3068.06,3454.16,1033320,336.79915,0,0,36134,75,2.444541502,28
29.77,27.69,24.83,25.58,0,29.18,0,0,53.97,133.73,0.26,165.59,0.14,365.38,148.83,301.6,298.49,2.93,2.02,299.9,87.31,140.11,22.66,28.68,0.53,89.3,78.9,90,0,0.028642352,1.13,1.4,1.18,3142.2,3558.37,1054200,335.4974222,0,0,45681,75,2.386862708,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0.028530218,1.1,1.5,1.18,3154.55,3531.97,1061376,336.4587659,0,0,55220,75,2.377518188,28
29.07,26.79,26.14,25.74,25.5,28.88,0,3.32,59.42,135.45,0.26,169.82,0.16,392.58,146.85,297.69,292.1,2.11,2.2,297.69,88.82,157.3,25.63,28.05,0.55,89.41,78.78,0,0,0,1.13,1.4,1.18,3161.6,3511.69,1053432,333.1958502,0,0,57672,75,2.372216599,26
29.94,27.22,24.54,25.69,25.61,27.84,0,3,47.42,128.06,0.23,159.03,0.13,349.77,148.22,286.29,246.37,3.73,1.8,286.29,83.3,158.86,16.45,28.8,0.55,89.28,78.7,90,30,0.028152008,1.08,1.4,1.18,3196.93,3570.09,1052640,329.2658895,0,0,60227,75,2.346000694,26
29.67,28.16,24.25,25.2,25.98,29.81,0,0,50.06,125.38,0.25,161.59,0.12,327.38,149.75,288.66,342.6,2.94,1.79,288.66,84.14,53.76,24.5,27.6,0.48,88.78,77.68,90,0,0.029872246,1.12,1.5,1.18,3012.83,3368.07,1040832,345.4665547,0,0,49538,75,2.489353863,27
30.47,29.54,24.85,25.97,26.27,30.72,0,2.78,61.6,148.3,0.29,174.57,0.16,398.02,150.75,339.88,333.72,2.63,2.38,339.88,93.94,165.76,26.56,30.24,0.53,89.74,80.47,0,0,0,1.18,1.2,1.18,3110.94,3472.12,1039896,334.2706706,0,0,42821,70,2.250123757,25
30.16,28.4,24.9,25.37,25.74,31.03,0,2.74,62.03,149.1,0.3,182.1,0.17,394,150,339,330.4,3.95,2.4,339,94,168.2,27.68,30.3,0.58,90.29,80.54,90,30,0.028635882,1.09,1.4,1.18,3142.91,3488.98,1042536,331.7104212,0,0,77093,65,2.068147036,25
30.58,28.01,25.12,25.75,26.01,31.45,0,2.79,62.01,149.2,0.3,182.41,0.17,396.64,148.36,335.34,336.76,4.11,2.46,335.34,94.02,168.29,27.86,30.29,0.5,89.79,80.52,90,0,0.028966569,1.3,1.4,1.18,3107.03,3448.84,1043328,335.7959209,0,0,197160,60,1.931104624,26
30.66,27.44,24.11,25.44,25.5,31.16,0,2.78,61.12,140.9,0.3,174.21,0.17,390,149,323.8,350,3.52,2.03,323.8,92.75,161.35,21.23,28.73,0.48,89.96,80.81,90,30,0.028572245,1.1,1.2,1.18,3149.91,3484.02,1054608,334.8057564,0,0,50650,60,1.904816328,27
30.31,27.57,24.85,25.85,30.7,31.6,0,1.87,62.42,148.7,0.3,181.4,0.17,393.6,152.16,341.4,337.92,3.97,2.36,341.4,93.95,168.03,26.53,29.23,0.6,90.09,81.06,0,0,0,0,0,0,3216.826,3556.92,1043304,324.3271473,0,0,49861,65,2.0206253,26
32.25,30.75,24,26.12,28.34,31.79,0,2.82,61.03,148.47,0.3,182.04,0.16,395.18,151.39,337.82,343.81,3.97,2.38,337.82,93.96,167.32,26.62,30.64,0.57,90.43,80.83,90,0,0.027910923,1.17,1.2,1.18,3224.544,3558.42,1046688,324.6003156,0,0,52522,65,2.015788899,28
28.47,25.5,23.87,25.33,25.49,30.59,0,2.94,62.42,148.39,0.3,182.77,0.17,400.81,148.29,331.45,344.22,2.92,2.37,331.45,93.28,169.34,29.02,30.82,0.6,90.31,80.92,90,0,0.028004197,1.26,1.2,1.18,3213.804,3562.79,1046688,325.685076,0,0,54742,65,2.022525331,28
31.12,28.95,24.12,25.54,25.57,31.21,0,2.16,61.77,142.74,0.29,176.6,0.16,397.51,148.58,340.94,342.26,1.6,1.93,340.94,89.63,164.7,19.72,29.15,0.62,90.19,80.95,90,0,0.02908602,1.09,1.4,1.18,3094.27,3404.72,1023720,330.8437854,0,0,40340,65,2.100657021,29
31.66,28.83,24.79,25.83,25.76,31.02,0,2.22,61.21,142.22,0.3,178.71,0.15,404.95,148.23,337.4,344.52,1.76,1.85,337.4,91.98,166.47,18.84,28.96,0.55,90.1,80.33,90,0,0.028347421,1.12,1.4,1.18,3174.892,3540.94,1048704,330.3117082,0,0,56152,65,2.047313735,29
31.5,28.83,25.54,25.45,25.56,31.56,0,2.43,61.96,149.68,0.3,182.91,0.15,401.01,149.33,336,347,1.81,2.43,336,94.46,169.35,27.06,30.96,0.55,89.68,80.65,0,55,0,1.09,1.2,1.18,2845.186,3165.17,1009488,354.8056261,0,0,36824,65,2.284560658,30
